Nombre Estacion	Nro Estacion	Año	Mes	Dia	Temperatura media diaria	Temperatura de rocio	Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	Viento medio (m/s)	Máximo viento sostenido (m/s)	Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo
Gualeguaychu_Aero	874970	2013	5	2	19,6	18,3	1011,9	1009,2	11,9	4,3	6,2	21,3	16,4	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	3	19,6	17,2	1008,9	1006,2	13,4	4,7	9,8	22,8	17,5	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	4	15,9	13	1016	1013,2	9,8	3,2	4,6	23,7	11	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	5	16,7	11,5	1020,1	1017,4	13,4	2,8	4,6	21,9	10,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	6	18,1	12,4	1015,7	1012,9	15	4,9	10,3	24,4	10	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	7	13,3	6,4	1021,5	1018,7	15	3,4	6,2	24,6	6,3	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	8	14,1	7,4	1015,7	1012,9	15	5,3	8,7	22,7	5,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	9	17,6	11	1015,6	1012,8	15	4,4	6,2	24,4	8,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	10	19,4	13,2	1012,5	1009,7	13,4	5,8	8,7	26,5	10,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	11	20,2	16,4	1013,7	1011	10,8	2,5	5,1	27,3	13,9	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	12	16,8	14,7	1015,4	1012,6	9,5	2,2	4,1	24,1	12,4	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	13	15,9	15	1015,3	1012,5	6	1	2,6	21	10,6	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	14	17,7	15,9	1013,4	1010,6	9,3	2,2	3,6	20,4	13,5	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	15	10,5	5,1	1017,2	1014,4	11,6	6,8	10,8	21,6	8,1	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	16	8,1	0,9	1024,7	1021,9	15	3,7	6,2	13,3	0,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	17	9,1	2,4	1026	1023,1	15	1	4,1	15,6	0,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	18	10	5,9	1024,4	1021,6	12,4	1,5	2,6	15,9	4	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	19	12	10,2	1022,2	1019,5	11,1	0,8	1	15	8,9	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	20	12,4	9,3	1021,1	1018,3	11,1	3,1	5,1	16	8,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	21	9,4	7,3	1019,4	1016,5	6,6	0,4	2,6	16,3	2,8	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	22	12,1	10,9	1020,7	1017,8	6,3	1,9	2,6	15,2	4,1	1	1	0	0
Gualeguaychu_Aero	874970	2013	5	23	15,1	12,4	1019,8	1017	7,4	1,2	2,6	18,6	11,1	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	24	13,4	9	1020,3	1017,5	11,4	1,6	5,1	19,4	4,5	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	25	13,9	9,8	1020,5	1017,6	10,5	1,4	4,1	19,9	6,9	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	26	14,1	10,7	1016,1	1013,4	12,1	1,7	4,1	20,6	7,5	1	0	0	0
Gualeguaychu_Aero	874970	2013	5	27	16,4	12,6	1010,8	1008	12,7	2,6	5,1	21,6	9,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	28	17,1	15,5	1000,9	998,2	13	4,5	7,7	21,6	12,2	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	29	16,3	10,7	1006,6	1003,8	11,1	4,6	8,2	20,2	13,6	0	1	0	0
Gualeguaychu_Aero	874970	2013	5	30	12,7	5,9	1013,3	1010,6	15	4,7	10,3	19,9	4,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	5	31	14,1	7,9	1011,2	1008,4	15	6	9,8	19,9	8,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	1	14,5	9,7	1011,2	1008,5	10,9	2,3	5,1	21,6	7,2	1	0	0	0
Gualeguaychu_Aero	874970	2013	6	2	12,9	6,7	1016,4	1013,6	15	3,7	6,2	21,6	7,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	3	12,8	5,6	1020,7	1017,9	15	4,8	10,3	20,9	6,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	4	14,4	8,3	1016,4	1013,6	15	4,4	10,3	22,2	6,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	5	16,9	9,5	1012	1009,2	15	4,4	8,2	24,6	9,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	6	11,6	5,2	1019,9	1017	15	4,4	7,2	25,1	5,3	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	7	12,9	5,8	1019,6	1016,8	15	3,3	6,2	19,2	5,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	8	12,6	5,3	1024,6	1021,8	15	3,1	4,6	19,4	6,3	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	9	13,2	9,3	1019,2	1016,4	15	2,1	4,1	17	9	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	10	15,1	10,8	1018,5	1015,7	11,1	1,5	3,1	22,9	6	1	0	0	0
Gualeguaychu_Aero	874970	2013	6	11	17	11,7	1019,5	1016,7	10,3	1,9	3,1	23,9	8,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	12	18,1	13	1018,4	1015,7	14	3,5	6,7	25,3	10,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	13	19,9	15,8	1015,8	1013	14,5	4,6	7,7	27,6	12,3	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	14	14,9	10,2	1021	1018,2	15	3,2	5,1	27,6	11,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	15	10,3	5,6	1020,4	1017,6	15	4,1	5,7	16,3	4,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	16	10,3	8,4	1015,6	1012,7	10,3	2,6	4,6	16,6	4,6	1	0	0	0
Gualeguaychu_Aero	874970	2013	6	17	10,1	6	1019,4	1016,6	12,6	2,6	5,1	14,8	2,2	1	0	0	0
Gualeguaychu_Aero	874970	2013	6	18	10,5	8	1016,5	1013,7	14	2,8	6,7	14,7	4,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	19	7,8	0,3	1025,2	1022,3	15	4	7,7	15,9	1,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	20	6,1	0,1	1024,8	1021,9	15	1,3	2,6	11,8	0	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	21	8,5	4,2	1014	1011,1	11,4	1,5	2,6	14,5	1,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	22	9,8	2,4	1013,4	1010,6	15	1,5	4,1	17,7	1,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	23	10,7	5,9	1021,5	1018,7	12,1	2,1	2,6	18	2,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	24	10,9	5,9	1021,6	1018,8	15	2,9	3,6	16,4	6	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	25	10,8	7,9	1018,2	1015,4	13,7	2,6	3,6	16	3,5	0	1	0	0
Gualeguaychu_Aero	874970	2013	6	26	8,8	4,6	1017,8	1015	7,2	2,7	5,1	18	0	1	0	0	0
Gualeguaychu_Aero	874970	2013	6	27	11,6	6,4	1016,4	1013,5	12,9	4,5	7,2	18,3	1	1	0	0	0
Gualeguaychu_Aero	874970	2013	6	28	13,3	10,7	1010,3	1007,5	15	3,6	6,2	17,8	6	0	0	0	0
Gualeguaychu_Aero	874970	2013	6	29	13,3	7,5	1014,5	1011,7	8,2	2,3	3,1	18,6	7	1	0	0	0
Gualeguaychu_Aero	874970	2013	6	30	10,3	2,6	1021,1	1018,3	15	2,2	4,1	18,6	0,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	1	11,8	4,2	1023	1020,2	14	1,9	2,6	18,8	3,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	2	12,8	2,5	1018,2	1015,4	15	6,1	10,3	21	5	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	3	16,2	9,8	1013,2	1010,5	15	7,1	11,3	24,1	6,3	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	4	17	14,8	1013	1010,2	14	3,1	5,1	24,4	10	0	1	0	0
Gualeguaychu_Aero	874970	2013	7	5	16,3	15,9	1013,5	1010,8	4,5	2,2	3,1	19,2	13,8	1	1	0	0
Gualeguaychu_Aero	874970	2013	7	6	15,2	14,2	1013,4	1010,7	7,6	5,8	8,2	17,6	12,9	0	1	0	0
Gualeguaychu_Aero	874970	2013	7	7	9,7	5,6	1024,3	1021,5	13	3,4	4,1	16,1	5,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	8	8,4	2,8	1030,3	1027,4	12,7	2,8	5,1	13,8	-0,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	9	10,1	7,8	1022	1019,1	10,8	3,9	6,7	14,6	6,1	0	1	0	0
Gualeguaychu_Aero	874970	2013	7	10	14,3	13,6	1017,5	1014,7	4,8	2,4	5,1	17,5	8,5	1	1	0	0
Gualeguaychu_Aero	874970	2013	7	11	18,8	17,5	1013,9	1011,2	13,5	2,4	3,1	20,8	12,4	0	1	0	0
Gualeguaychu_Aero	874970	2013	7	12	13,9	12,5	1020,1	1017,3	6	2,4	3,6	21,1	13	0	1	0	0
Gualeguaychu_Aero	874970	2013	7	13	13,9	10,6	1017,6	1014,9	9,2	2	3,6	18,3	9,2	1	0	0	0
Gualeguaychu_Aero	874970	2013	7	14	11,6	7,9	1018,8	1015,9	13,2	3,2	5,1	18,4	7,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	15	8,9	3,6	1022,1	1019,3	15	2,3	5,1	16,2	0,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	16	13	7,8	1016,6	1013,8	15	4,3	7,7	22,2	1,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	17	17	12,3	1011	1008,2	15	4,5	10,3	24,3	7,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	18	11,6	6,2	1015,5	1012,8	15	5	8,2	24,3	8,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	19	7,1	1,6	1023,5	1020,6	12,9	2,2	4,1	11,6	2	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	20	7,7	2,2	1012,1	1009,3	15	3,7	6,2	11,2	2	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	21	4,2	-0,8	1016,1	1013,2	15	7,8	11,3	11,6	-0,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	22	4,7	1,4	1022,3	1019,4	15	7,6	9,3	7,3	0,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	23	5,4	-1	1026	1023,1	15	4,4	7,7	10,8	-1,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	24	8,1	0,7	1026,9	1024	15	1,6	2,1	13,6	0,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	25	8,7	-0,3	1026,8	1024	14	5,1	10,3	16,1	-0,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	26	9,6	2,5	1024,8	1022	15	5,3	7,7	16,2	2	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	27	14,8	7,6	1022,1	1019,3	12,6	2,7	4,1	21,3	2,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	28	13,7	7,7	1021,6	1018,8	7,9	1	2,6	21,5	3,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	29	15	10,2	1022	1019,2	12,7	1,6	2,1	22	4,8	1	0	0	0
Gualeguaychu_Aero	874970	2013	7	30	17	11,4	1018,4	1015,6	12,9	3,2	5,1	23	8,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	7	31	19,1	14,8	1011,4	1008,7	12,1	3,4	4,6	24,1	12,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	1	11,8	10,7	1012,8	1010	12,6	4,6	6,2	17,9	10,9	0	1	0	0
Gualeguaychu_Aero	874970	2013	8	2	10,7	7,3	1018,2	1015,4	15	4,4	6,7	12,5	10	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	3	8,4	5,1	1018,6	1015,8	9,2	1,9	5,1	13,6	-0,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	4	11,3	7	1019,4	1016,5	12,7	2,1	4,1	18	1,4	1	0	0	0
Gualeguaychu_Aero	874970	2013	8	5	13,8	7,6	1016,2	1013,4	13,8	5	7,2	21,8	4	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	6	12,7	3,6	1018,7	1015,9	10,1	3	6,7	22,1	1,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	7	17,6	11,4	1004	1001,2	13	4	6,2	23,8	5,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	8	12,6	7,8	1012,9	1010,1	12,9	3,8	9,3	24,4	9,4	0	1	0	0
Gualeguaychu_Aero	874970	2013	8	9	9,7	2,2	1025,4	1022,5	13,4	3,1	4,1	16,2	4,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	10	8,1	0	1026,1	1023,3	15	2,3	4,1	14,1	0,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	11	9,9	0,9	1016,5	1013,7	15	4,4	8,2	16,2	1,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	12	11,6	5,1	1013,7	1011	15	3,1	6,2	17,3	5,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	13	7,2	-0,1	1025,5	1022,6	15	5,9	8,2	16,7	0,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	14	5,7	-2,4	1032,8	1029,8	15	2,2	4,6	13	-4,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	15	8,4	-2,5	1025,3	1022,4	15	6,9	10,3	15,7	-1,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	16	9,9	1,8	1023,4	1020,5	11,6	3,5	5,1	17	1,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	17	10,4	0,2	1028,5	1025,6	13,8	4,8	10,8	17,6	1,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	18	13,7	5,4	1022,2	1019,4	14	4,5	7,7	20,8	4,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	19	18,1	9,9	1016,8	1014	12,6	4,8	7,2	25,4	7,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	20	19,9	12,1	1015	1012,3	13,4	4,5	8,8	26,1	11,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	21	21,7	15,9	1006,8	1004,1	10,3	3,1	4,6	27,2	15,3	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	22	11,3	2,2	1013,8	1011,1	14	6,9	10,3	27,4	7,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	23	6,3	-4,9	1025	1022,2	15	4,4	6,2	9,8	-0,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	24	8,9	0	1029,7	1026,9	15	3,4	4,6	12	3,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	25	8,5	1,4	1032,1	1029,2	15	3,8	6,2	12,8	3,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	26	6,4	-1,5	1033,1	1030,3	15	4,2	7,7	12,8	0,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	27	6,6	-1,9	1027,7	1024,7	15	3	5,1	14,4	-3,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	28	13,9	0,9	1022,8	1020	15	6,5	10,3	23	0,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	29	17,1	3,8	1018,9	1016,1	15	5,8	8,2	25,5	6	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	30	17,9	5,8	1014,5	1011,8	14	5,6	7,7	26,6	6,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	8	31	19,5	8,2	1011,9	1009,2	10,9	2,5	4,1	27,1	9,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	1	23,1	10,8	1010,6	1007,8	13,8	2,9	5,1	28,7	9,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	2	19,5	10,3	1010,5	1007,7	10,5	5,3	9,3	24,4	10,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	3	13,4	4,7	1022,5	1019,7	15	5,4	7,7	24,7	9	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	4	11,6	2,6	1026,3	1023,4	15	4,6	6,2	16,2	7,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	5	14,2	5,4	1019,9	1017	15	5,4	6,2	17,4	7,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	6	21,6	12,7	1015,8	1013,1	13,8	4,5	7,7	27,9	10,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	7	21,1	17,2	1010,6	1007,9	10,8	6,8	11,3	28	14,7	0	1	0	0
Gualeguaychu_Aero	874970	2013	9	8	21,9	14,7	1017,1	1014,3	12,7	2,3	4,1	25,2	11,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	9	24,9	16,5	1013,9	1011,2	15	6,9	10,3	31	14,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	10	30,9	16,8	1009,4	1006,8	15	10,3	12,3	35,2	21	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	11	30,8	15,1	1006,7	1004	11,4	9,1	12,9	36,5	20,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	12	24	15,5	1004,2	1001,5	11,4	7,2	8,2	37	16,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	13	12,8	11,4	1016,8	1014	11,6	7	8,8	29	11,4	0	1	0	0
Gualeguaychu_Aero	874970	2013	9	14	11	9,3	1020,2	1015,9	11,4	5,4	7,7	13	9,8	0	1	0	0
Gualeguaychu_Aero	874970	2013	9	15	11,6	10,9	1016,7	1013,8	2,3	5,6	6,7	13,6	9,6	0	1	0	0
Gualeguaychu_Aero	874970	2013	9	16	10,6	9,8	1013,5	1010,7	6,9	7,7	10,8	13,6	8,7	0	1	0	0
Gualeguaychu_Aero	874970	2013	9	17	8,9	4,4	1018,1	1015,5	15	7,8	9,3	11,1	5,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	18	11,4	3,7	1020,8	1018	15	5,4	10,3	16,9	2,8	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	19	16,1	4,4	1021,1	1018,3	15	5	7,7	21,2	3,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	20	17	6,4	1011,3	1008,5	15	2,8	4,1	21,4	7,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	21	16,4	7	1012,3	1009,6	15	3,7	6,2	22,1	8,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	22	10,1	8,7	1024,1	1021,2	6,3	2,6	3,6	10,8	8	0	1	0	0
Gualeguaychu_Aero	874970	2013	9	23	12,1	4,7	1028,5	1025,6	13,8	4	6,2	14,3	4,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	24	12	3,9	1030,8	1027,9	15	3,3	5,1	15,2	0,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	25	13,9	6,2	1027,1	1024,2	15	4,1	5,1	17,2	5,7	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	26	16,9	7,9	1021,5	1018,7	15	6,1	9,8	20,6	7,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	27	18,3	10,6	1017,9	1015,1	15	3,9	5,1	22,3	10,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	9	29	11,3	8,3	1019,8	1017,1	14	2,8	4,6	21,6	6	0	1	0	0
Gualeguaychu_Aero	874970	2013	9	30	12,8	7,6	1016,5	1013,7	15	5,4	7,2	15,6	5,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	1	11,2	8,1	1015,7	1012,9	13	4,7	7,7	16	5,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	2	15,9	10,6	1017,4	1014,6	13,7	2,6	4,1	19,8	3,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	3	16,7	11,4	1017,7	1014,9	15	4,4	7,7	18,6	10,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	4	16,4	11,7	1020,7	1016,3	15	5,1	10,3	19,7	12,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	5	14,5	9,4	1022,4	1019,5	11,6	2,5	3,1	19,6	6	1	0	0	0
Gualeguaychu_Aero	874970	2013	10	6	19,1	10,2	1023,1	1020,3	15	3,5	5,1	23,1	6,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	7	20,2	9,4	1024,2	1021,4	15	6,3	7,7	24,2	7	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	8	22,4	11,6	1018,1	1015,4	15	6,1	8,8	27,1	10	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	9	24,4	13,2	1014	1011,3	15	5,7	10,3	28,4	15	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	10	23,4	17,6	1015,5	1012,8	15	3,6	7,7	28,4	15,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	11	22,3	15,5	1017,4	1014,7	15	5,1	6,2	27,6	16,7	0	1	0	0
Gualeguaychu_Aero	874970	2013	10	12	19,5	16,5	1015,9	1013,1	13,2	3,2	4,1	24,8	18,7	0	1	0	0
Gualeguaychu_Aero	874970	2013	10	13	21,7	16,5	1014,6	1011,9	15	2,3	3,1	24,8	16,6	0	1	0	0
Gualeguaychu_Aero	874970	2013	10	14	23,4	15,2	1016,4	1013,6	15	4,2	6,2	26,7	14,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	15	24,9	13,4	1018,7	1016,1	15	2,1	3,1	28,4	10,9	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	16	25,9	13,1	1017,5	1014,8	15	4,8	6,2	28	16,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	17	23,9	14,5	1014,5	1011,8	15	5	11,3	28,9	14,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	18	23,1	13,1	1012,1	1009,4	13,7	3,1	5,1	27,8	12	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	19	24,4	13	1009,1	1006,4	15	4,2	6,7	28,6	12,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	20	22,2	16,2	1002,1	999,4	12,2	3,3	7,7	29,6	19,5	0	1	0	0
Gualeguaychu_Aero	874970	2013	10	21	20,3	13,3	1012,4	1009,7	15	3,8	9,3	26,6	16	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	22	21,2	11	1011,7	1008,3	15	7,5	10,8	24,8	9,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	23	23	15,2	1008,1	1005,4	15	4,5	9,3	28,1	14,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	24	17,7	7,7	1021,3	1018,6	15	5,6	7,2	29,5	12,6	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	25	16,9	6,7	1023,1	1020,4	13,7	5,6	7,7	21,2	6,9	0	1	0	0
Gualeguaychu_Aero	874970	2013	10	26	18,6	14,4	1014,9	1012,2	11,7	3,6	5,7	22,2	11,7	0	1	0	0
Gualeguaychu_Aero	874970	2013	10	27	21,3	9,9	1019,2	1016,5	15	2,9	4,1	24,2	11,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	28	20,9	4,3	1017,8	1015,1	15	7,6	10,3	24,2	9,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	29	23,1	9,3	1013,8	1011	15	5,4	6,2	27,6	15,1	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	30	22,7	13	1012,6	1009,9	15	5,7	7,7	27,6	13	0	0	0	0
Gualeguaychu_Aero	874970	2013	10	31	19,3	15,8	1009,9	1007,1	11,7	5,6	8,7	27	16,2	0	1	0	0
Gualeguaychu_Aero	874970	2013	11	1	19,9	18,8	1006,9	1004,3	8,7	4,4	8,8	21,3	16,5	0	1	0	0
Gualeguaychu_Aero	874970	2013	11	2	18,4	16,8	1010,7	1007,9	11,4	5,5	7,7	21,3	17,6	0	1	0	0
Gualeguaychu_Aero	874970	2013	11	3	18,6	11	1016,7	1014	15	3,3	5,1	23,2	12,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	4	18,1	12	1017,6	1014,9	15	2,1	4,1	23,9	10,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	5	18,9	12	1019,7	1017	14,2	4,6	6,2	24,7	12,2	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	6	20,4	12,8	1016,7	1014,1	15	8,1	11,3	27,9	14	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	7	21,6	15,4	1013,1	1010,5	15	5,2	7,7	28,3	16,3	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	8	18,1	16,9	1012,9	1010,2	8,4	3	5,1	26	16,9	0	1	0	0
Gualeguaychu_Aero	874970	2013	11	9	20,4	16,8	1008,6	1005,9	15	3,9	5,1	25,9	16,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	10	22,1	18,3	1004,1	1001,4	12,7	4,4	9,8	26,6	19,4	0	1	0	0
Gualeguaychu_Aero	874970	2013	11	11	20,1	17,4	1004,4	1001,8	15	5,1	7,7	26,7	18,5	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	12	21,1	13,3	1008,4	1005,7	15	3,7	6,2	28,7	13,4	0	0	0	0
Gualeguaychu_Aero	874970	2013	11	13	22,1	13	1015,1	1012,4	15	4,9	9,3	29,2	15,7	0	0	0	0
Iguazu_Aero	870970	2013	1	1	22,1	21,4	1011	980	9	3,8	10,3	31,3	18,6	0	1	0	0
Iguazu_Aero	870970	2013	1	2	22,4	19,2	1014,9	983,7	13,4	3,9	6,7	28	17,7	0	0	0	0
Iguazu_Aero	870970	2013	1	3	24,4	20,4	1014,4	983,5	13,8	2,2	5,1	31	18	0	0	0	0
Iguazu_Aero	870970	2013	1	4	25,2	22,3	1014,3	983,6	13,5	2,7	5,7	31,2	19,8	0	0	0	0
Iguazu_Aero	870970	2013	1	5	26,6	23,4	1011,4	980,9	13,7	3,4	12,3	32	21,5	0	1	0	0
Iguazu_Aero	870970	2013	1	6	26,1	23,7	1008,6	978,1	12,2	3,7	12,9	33	20,8	0	1	0	0
Iguazu_Aero	870970	2013	1	7	23,6	22,2	1006,7	976	12,1	4,3	9,3	33,6	19,7	0	1	0	0
Iguazu_Aero	870970	2013	1	8	23,9	23,4	1006,6	976	10,1	2,9	5,1	30,7	21	0	1	0	0
Iguazu_Aero	870970	2013	1	9	25,8	23,8	1010,5	979,8	11,7	1,9	3,6	31	21,8	0	0	0	0
Iguazu_Aero	870970	2013	1	10	27,2	20,6	1011,8	981,3	12,9	3,1	5,1	33,2	22	0	0	0	0
Iguazu_Aero	870970	2013	1	11	24,8	18,3	1010,9	980,3	13,5	2,2	4,6	33,4	17,8	0	0	0	0
Iguazu_Aero	870970	2013	1	12	24,3	17,3	1009,5	978,8	13,5	2,8	5,7	31,4	16,5	0	0	0	0
Iguazu_Aero	870970	2013	1	13	24,7	19,2	1010,9	980,2	12,9	2,2	5,1	31,4	17	0	0	0	0
