Nombre Estacion	Nro Estacion	Año	Mes	Dia	Temperatura media diaria	Cant obs. 1	Temperatura de rocio	Cant obs. 2	Presion reducida al nivel medio del mar (hpa)	Cant obs. 3	Presion al nivel de la estacion (hpa)	Cant obs. 4	Visibilidad en km	Cant obs. 5	Viento medio (m/s)	Cant obs. 6	Máximo viento sostenido (m/s)	Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Total precipitation en mm	Neblina	Lluvia o llovizna	Nieve o agua nieve	Granizo	Tormenta	Cluster_SOM_1
Cordoba_Aero	873440	2013	10	3	14,8	24	4	24	1017	8	959,4	8	10,5	23	4,1	24	9,3	23,5	7,2	0,8	0	1	0	0	0	c_som_2_1
Cordoba_Aero	873440	2013	10	4	13	24	0,8	24	1023,7	8	965,2	8	12,7	9	3,5	24	7,2	22,4	2,5	0	0	0	0	0	0	c_som_2_2
Cordoba_Aero	873440	2013	10	5	15,3	24	2,8	24	1019,8	8	961,9	8	12,1	8	5,1	24	8,2	24,3	6,3	0	0	0	0	0	0	c_som_3_2
Cordoba_Aero	873440	2013	10	6	16,8	24	2,7	24	1020,5	8	962,8	8	11,3	11	5,8	24	17	26,3	4,6	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	7	16,5	24	3,7	24	1020	8	962,6	8	13,2	8	5,1	24	9,3	27	7	0	0	0	0	0	0	c_som_2_3
Cordoba_Aero	873440	2013	10	8	19,7	24	5	24	1014,1	8	957,4	8	9,8	9	5,4	24	10,3	31	7	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	9	20,8	24	4,9	24	1010,2	8	954,3	8	6,3	16	6,2	24	12,9	26	15	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	10	19	24	2,9	23	1015,8	8	958,9	8	10,3	17	3	24	6,2	27	12	0	0	0	0	0	0	c_som_2_4
Cordoba_Aero	873440	2013	10	11	16,7	24	14	24	1015	7	958,1	7	7,9	24	2	24	5,1	20,1	12	0	0	1	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	10	12	17,5	22	13,6	22	1015,6	6	958,4	6	8,7	22	3,3	22	7,2	24	12	0	1	1	0	0	0	c_som_3_1
Cordoba_Aero	873440	2013	10	13	19,7	24	13,4	24	1013,8	8	956,9	8	10,1	24	3,3	24	7,2	28,4	11	0	0	0	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	10	14	20,4	24	15,1	24	1015,3	7	958,8	7	9,2	22	3,6	24	7,7	28,2	12	0	0	1	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	10	15	21,7	24	12	24	1015,7	8	959,3	8	10,3	20	4,1	24	8,2	29	13,3	0	0	0	0	0	0	c_som_2_4
Cordoba_Aero	873440	2013	10	17	18,6	24	10,8	24	1015,9	8	958,8	8	11,6	15	3,6	24	8,2	28	9,4	15	0	0	0	0	0	c_som_2_4
Cordoba_Aero	873440	2013	10	18	21,9	24	11,2	24	1012,5	8	956,2	8	10,8	17	3,3	24	6,2	32	12,6	0	0	0	0	0	0	c_som_2_4
Cordoba_Aero	873440	2013	10	19	25,4	24	9,7	24	1005,1	9	949,9	9	11,4	13	6,2	24	11,8	35	15	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	20	24,2	24	7	23	998,1	8	943,4	8	9,7	17	6,8	24	10,3	35,7	17,9	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	21	18,9	24	2,2	24	1013,8	7	957,3	7	11,3	15	4,5	24	8,2	29,3	8,9	0	0	0	0	0	0	c_som_2_3
Cordoba_Aero	873440	2013	10	22	19,4	24	2,2	24	1008,5	8	951,9	8	11,1	9	6,6	24	11,8	30,2	8,7	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	23	21,5	24	5,8	24	1006,1	8	950,4	8	9,8	15	6,3	24	11,3	31,4	11,9	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	24	16,7	24	2	24	1021,9	8	964,6	8	11,3	18	4,9	24	8,2	26,9	13	0	0	0	0	0	0	c_som_2_3
Cordoba_Aero	873440	2013	10	25	16,1	22	2,3	22	1019,7	8	962	8	10,6	22	3,4	22	6,2	22	9,9	0	0	0	0	0	0	c_som_2_3
Cordoba_Aero	873440	2013	10	26	20,3	24	7,7	24	1013,7	7	956,9	7	9,8	19	3,1	24	6,2	29,1	11,9	0	0	1	0	0	0	c_som_2_1
Cordoba_Aero	873440	2013	10	27	21,4	24	5,1	24	1017,1	7	960,4	7	11,9	12	5	24	10,3	30	11,5	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	28	21,8	24	6,2	24	1012,3	8	956,2	8	11,3	8	6,8	24	11,8	31	10,5	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	29	22,1	24	9,1	24	1008,3	7	952,4	7	10,8	16	4,5	24	10,3	33	11,5	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	10	30	23,4	21	12,7	21	1008,1	8	952,5	8	10,6	21	3,3	21	8,8	34,6	15	0	0	1	0	0	0	c_som_2_4
Cordoba_Aero	873440	2013	10	31	20,1	17	16,6	17	1004,3	7	948,7	7	4,8	17	2,5	17	5,1	33,5	17	0	0	1	0	0	0	c_som_2_4
Cordoba_Aero	873440	2013	11	1	17,3	23	15,4	23	1009	8	952,3	8	4,3	23	6	23	10,3	21	14	129	1	1	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	11	2	18,4	24	6,6	24	1016,8	8	959,6	8	10,5	21	3,9	24	7,2	25	12,1	4,1	0	1	0	0	0	c_som_2_1
Cordoba_Aero	873440	2013	11	3	18,1	23	4,1	23	1018,6	8	961,4	8	13,5	8	3,2	23	5,7	27	9,9	0	0	0	0	0	0	c_som_2_4
Cordoba_Aero	873440	2013	11	4	19,9	24	7	24	1016,2	8	959,4	8	12,6	8	5,5	24	9,3	27,6	10,9	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	11	5	20,4	24	8,2	24	1015,2	7	958,6	7	12,4	7	6	24	10,3	30	11	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	11	6	23	24	10,5	24	1010,5	8	954,5	8	12,1	8	7,3	24	10,8	32,2	15,9	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	11	7	19,6	24	10,5	24	1011,1	8	955	8	9,5	14	5,6	24	10,8	32,8	15,7	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	11	8	16,4	24	15,4	24	1011,4	7	954,5	7	5,5	24	2,9	24	7,2	24,2	14,8	35,1	0	1	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	11	9	17,7	24	16,7	24	1006,5	6	949,8	6	4,7	24	2,3	24	6,2	20,2	15	8,9	1	1	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	11	10	16,4	24	15,8	24	1005,6	8	949	8	3,7	24	3,5	24	7,7	20,5	14	20,1	0	1	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	11	11	18,1	23	9,9	23	1011,1	8	954	8	9,7	22	3,7	23	6,7	25	12,9	18	0	1	0	0	1	c_som_1_5
Cordoba_Aero	873440	2013	11	12	21,5	24	9,5	24	1010,2	8	953,8	8	12,4	12	4,4	24	9,3	31	11,7	0	0	0	0	0	0	c_som_1_4
Cordoba_Aero	873440	2013	11	13	23,1	24	10,3	24	1009,5	8	953,7	8	12,6	8	7,1	24	13,4	32	13,9	0	0	0	0	0	0	c_som_1_4
Corrientes_Aero	871660	2013	1	1	23,1	9	19,4	9	1012	8	1004,9	8	8,4	9	6,1	9	12,9	33,9	20,4	25,9	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	1	2	22	14	12,1	14	1018	8	1010,7	8	10	14	3,7	14	5,1	26	14,1	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	3	22,3	21	16,2	21	1014,9	8	1007,6	8	10,5	21	2,9	21	5,1	30	14,8	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	4	28,3	24	22,7	24	1011,1	8	1004	8	10,1	24	3,2	24	5,7	33,4	20,9	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	6	24,2	24	20,5	24	1007,2	8	1000	8	10,6	24	4,6	24	8,2	35,8	20,4	24,9	0	1	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	7	24,7	24	22,7	24	1002,4	8	995,3	8	7,7	24	2,8	24	6,7	29,4	21	93	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	1	8	27,1	24	22,9	24	1006	8	998,8	8	10,5	24	2,8	24	5,7	32	21,4	10,9	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	9	28	24	22,5	24	1011,2	8	1004,1	8	10,5	24	3,4	24	6,2	32,3	24,3	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	10	27,1	22	21,9	22	1013,5	9	1006,4	9	10,1	22	3,1	22	5,1	34,8	23	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	11	26,9	24	19,2	24	1011,9	8	1004,7	8	10,1	24	3,2	24	4,1	32,6	21,4	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	12	26,4	24	19,7	24	1008,7	8	1001,6	8	10,1	24	2,2	24	3,1	32,1	21	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	13	27,5	24	20,1	24	1010,5	8	1003,3	8	10,6	24	2,1	24	3,6	33	21,4	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	14	26,3	15	21,5	15	1010,6	8	1003,5	8	10	15	2,1	15	4,6	33,4	22,4	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	15	28	8	21,3	8	1008,1	8	1001	8	9,5	8	2,1	8	3,1	33,5	23	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	16	29,9	12	20,6	12	1005,7	8	998,7	8	10	12	2,1	12	3,6	34,6	23,6	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	17	28,3	22	21,9	22	1007,6	8	1000,6	8	9,7	22	2,1	22	4,1	35,2	22,4	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	18	27	22	20,9	22	1010,4	8	1003,2	8	9	22	3,2	22	5,1	34,3	22,7	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	19	26,6	24	18,9	24	1012,7	8	1005,6	8	9,7	24	3,1	24	6,2	32	20,5	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	20	25,4	24	18,8	24	1014,7	8	1007,6	8	10	23	3,2	24	5,1	32,5	20,9	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	21	24,1	24	18,2	24	1014,8	8	1007,5	8	10,3	24	3,1	24	5,7	30	19,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	22	27,4	24	21	24	1013,2	8	1006	8	9,8	24	2,8	24	5,1	33,3	22,1	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	23	28,8	24	20,4	24	1011	8	1003,9	8	9,5	24	2,1	24	4,6	36,7	21,8	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	25	23,4	23	20	23	1008,1	8	1001	8	9,7	23	4,7	23	9,3	28,1	20,3	50	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	1	26	21,7	24	14,3	24	1014,4	8	1007,2	8	10	24	2,7	24	5,1	28,4	16	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	27	22,6	24	14,7	24	1014,2	8	1007	8	10,1	24	2,5	24	4,1	28,5	15,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	28	24,9	23	17,4	23	1013	8	1005,9	8	10,5	23	2,5	23	4,6	33	17,4	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	29	27,6	23	19,9	23	1011,6	8	1004,5	8	8,7	23	2,7	23	5,7	36	19,9	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	1	30	30	24	22,3	24	1009,5	8	1002,5	8	8,9	24	2,2	24	3,6	36,5	23,4	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	1	31	30,7	24	21,2	24	1007,2	8	1000,2	8	8,9	24	2,5	24	5,1	36,3	25,4	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	1	30,8	21	22,3	21	1005,6	8	998,6	8	9,2	21	2,9	21	5,1	38	23,6	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	2	26,2	22	21,7	22	1008,7	8	1001,7	8	8,5	22	4,2	22	15,4	38	23	0,3	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	2	3	26,1	22	21	22	1011,8	8	1004,7	8	10,6	22	3,4	22	6,7	32	20,1	2	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	4	24,3	24	17,6	24	1011,5	8	1004,4	8	10,3	24	2,9	24	4,6	32,4	17	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	5	24,4	24	14,8	24	1011,4	8	1004,2	8	9,5	24	3,1	24	5,1	32	17	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	6	24	24	15,9	24	1011,4	8	1004,2	8	9,8	24	3,6	24	6,2	32	17	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	7	25,1	24	18,3	24	1010,9	8	1003,7	8	8	24	2,7	24	5,1	33	19	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	8	27,2	24	19,6	23	1009,6	8	1002,5	8	9	24	2,5	24	5,1	34	21,2	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	9	27,1	24	18,7	24	1008,3	7	1001,3	7	8,2	24	2,5	24	5,1	34,2	19,6	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	11	24,1	24	20,7	24	1007,9	8	1000,7	8	9,5	24	2	24	4,1	34,7	20	50	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	2	12	27,4	23	20,9	23	1005,8	8	998,7	8	10,3	23	2,3	23	4,6	33	21,7	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	13	29,6	23	21,8	23	1005,8	8	998,8	8	9,7	23	2,2	23	3,6	35	23	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	14	27,1	23	23,2	23	1007,1	8	1000,1	8	10,1	23	2,6	23	6,2	35,3	24,6	0	0	0	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	2	15	27,1	23	22,5	23	1009	8	1001,8	8	9,5	23	1,4	23	4,1	34	21	0	1	1	0	0	0	c_som_3_1
Corrientes_Aero	871660	2013	2	16	29,9	24	22,8	24	1005,5	8	998,5	8	10,3	24	2,9	24	5,7	36	23,1	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	18	24,1	24	21,2	24	1009,1	8	1002	8	10,8	24	4	24	8,2	37,9	22	2	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	2	19	24,3	24	22,4	24	1011,3	8	1004,1	8	9,8	24	2,5	24	3,6	28,2	22,2	0	0	1	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	2	20	25,3	24	22,5	24	1010,1	6	1003	6	9	24	2,9	24	6,7	29	22,3	7,9	1	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	2	21	23,9	23	20,4	23	1012,6	8	1005,4	8	10,5	23	3,7	23	5,7	28,8	20,5	0	0	1	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	2	22	24,2	23	18,9	23	1014,5	8	1007,3	8	9,8	23	2,2	23	4,1	31	18,2	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	2	23	26,1	24	19,6	24	1011,1	8	1004	8	8,5	24	2,8	24	5,1	35	19,4	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	2	24	30,1	24	20,4	24	1005,9	8	998,9	8	10	24	4,2	24	8,2	38	23,2	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	2	25	24,7	24	21,2	24	1008,8	8	1001,7	8	9,2	24	4,1	24	6,7	37,6	22	26,9	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	2	26	22,2	24	15,4	24	1014,2	8	1006,9	8	9,8	24	3,1	24	4,6	28	17,3	0,8	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	2	27	20,9	24	13,6	24	1015,6	8	1008,3	8	10	24	2,6	24	5,1	27,8	15	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	2	28	22,6	24	14,8	24	1012,7	8	1005,5	8	10,5	24	2,8	24	4,1	31	14,8	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	1	27,2	24	18,3	24	1007,3	8	1000,2	8	8,9	24	4,5	24	8,2	36	19,5	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	3	3	19,8	22	19,1	22	1012,7	6	1005,5	6	7,1	22	4,8	22	7,7	36,3	16	15	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	4	19,2	24	16,7	24	1015,7	8	1008,3	8	10,8	24	3,2	24	5,7	23	15,9	71,9	0	0	0	0	0	c_som_3_2
Corrientes_Aero	871660	2013	3	5	21,2	24	15,5	24	1014,2	8	1006,9	8	10	24	2,3	24	3,6	25,2	16,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	6	22	24	16,3	24	1010,2	8	1003	8	9,3	24	2,5	24	4,6	29	15,2	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	7	24	22	20,2	22	1009,8	8	1002,6	8	10	22	2,9	22	4,1	29	21	0	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	8	26,6	24	23,3	24	1008,9	7	1001,8	7	10,3	24	3,7	24	10,8	33	21,4	0,5	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	9	24	24	21,3	24	1008,7	7	1001,5	7	10	24	4,8	23	8,2	32,6	21,4	22,1	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	10	21,9	23	20,1	23	1007,3	8	1000,1	8	8,7	23	3,4	23	10,8	27,5	19,6	35,1	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	11	23,6	23	21,1	23	1006,9	6	999,7	6	8,2	23	1,4	23	3,6	29	19,7	29	1	1	0	0	0	c_som_3_1
Corrientes_Aero	871660	2013	3	12	23,7	24	21,9	24	1005	8	997,8	8	9,3	24	3,8	24	7,7	29,8	21,6	1	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	13	21,7	24	18,8	24	1010,8	8	1003,6	8	10,6	24	3	24	6,7	26	18,2	31	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	14	20,7	24	16,2	24	1014,6	8	1007,3	8	10,5	24	4	24	6,2	26,2	16,4	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	15	21,1	24	15,6	24	1016,5	8	1009,1	8	10,5	24	5,1	24	6,7	26	16,3	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	16	21,9	22	15,9	22	1019	8	1011,8	8	10,1	22	5,2	22	7,7	26,4	16,8	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	17	19,8	23	14,6	23	1019,3	8	1012,1	8	10,3	23	4,8	23	7,7	26,7	16,8	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	18	19,9	23	14,5	23	1017	8	1009,7	8	10,3	23	4,4	23	6,7	25	17	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	19	19,7	24	18,9	24	1012,8	8	1005,4	8	6	24	2,5	24	5,1	24,6	18	22,1	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	20	20,1	24	18,7	24	1009,1	8	1001,8	8	7,7	24	2,8	24	5,1	25	18	36,1	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	3	21	21,5	23	17,7	23	1011,1	7	1003,9	7	9,5	23	1,5	23	3,6	27	15,8	2	1	0	0	0	0	c_som_3_1
Corrientes_Aero	871660	2013	3	22	22,3	24	17,9	24	1015,6	8	1008,3	8	9,3	24	1,8	24	5,1	27,8	16,8	0	1	0	0	0	0	c_som_3_1
Corrientes_Aero	871660	2013	3	23	22,7	23	16,1	23	1015,2	8	1008	8	10	23	3,1	23	5,7	28	18	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	24	23,1	24	18	24	1010,9	8	1003,7	8	10,5	24	2,2	24	4,6	29	18	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	25	23,6	24	18,5	24	1010,4	8	1003,2	8	10,6	24	2	24	3,6	29	17,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	26	23,7	24	17,6	24	1016,2	8	1008,9	8	10,1	24	3	24	5,7	29,3	19	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	27	21,1	24	14,1	24	1017,9	8	1010,7	8	10,6	24	2,6	24	4,6	29,1	15	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	28	20,6	24	15,4	24	1018,1	8	1010,7	8	10,3	24	2,2	24	4,6	26,5	15,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	29	22,2	24	17,3	24	1016	8	1008,7	8	10,3	24	2,2	24	3,6	29	16	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	3	30	24,9	24	18,1	24	1013,6	8	1006,4	8	10,1	24	2,9	24	5,7	31,5	19,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	1	24,8	22	21,3	22	1009,9	8	1002,8	8	9,5	22	4,4	22	9,3	33,3	21,8	41,9	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	4	2	22,6	24	21,2	24	1010,7	6	1003,4	6	9,8	24	2,4	24	3,6	30	21	7,9	0	1	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	4	3	22,3	20	20,4	20	1013,4	8	1006,1	8	9,8	20	3,8	20	6,2	24,7	20,4	0,8	0	1	0	0	0	c_som_2_1
Corrientes_Aero	871660	2013	4	4	19,9	24	18,7	24	1009,9	7	1002,6	7	8,9	24	3,7	24	7,7	24,4	18	39,9	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	4	5	21,2	24	16,9	24	1010	8	1002,7	8	10,6	24	2,1	24	4,1	27	15,6	8,9	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	6	22,4	24	16,9	24	1010	8	1002,8	8	10,8	24	1,5	24	2,6	28	17,2	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	4	7	21,1	22	17	22	1014	8	1006,8	8	10,8	22	2,8	22	5,1	28,5	16,5	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	8	20,3	22	15,1	22	1015,8	8	1008,5	8	10,6	22	3	22	5,1	27	13,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	9	19,9	24	15,6	24	1015	8	1007,7	8	10,5	24	2,2	24	3,6	27	14	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	10	23,3	24	19,2	24	1010,6	8	1003,4	8	9,7	24	2,8	24	4,6	31	18	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	4	11	25,7	24	22,4	24	1005,2	8	998,1	8	9,8	24	4,1	24	8,2	31	22	2	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	4	12	20	22	18,2	22	1009,3	8	1002	8	8,4	22	4,4	22	9,3	32,2	18	59,9	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	4	13	18	24	11,8	24	1018,5	8	1011,1	8	10,5	24	3,6	24	6,7	22,2	13,4	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	14	16,9	24	10,6	24	1018,5	8	1011,1	8	10,8	24	1,2	24	3,1	24	10,9	0	0	0	0	0	0	c_som_3_2
Corrientes_Aero	871660	2013	4	15	18,9	24	12,8	24	1018,3	8	1010,9	8	8,5	24	1,1	24	3,1	27	11,8	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	16	20,6	23	15,8	23	1017,2	8	1009,9	8	9,8	23	0,9	23	3,1	28	15	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	17	20,1	24	15	24	1017,5	8	1010,2	8	10,5	24	1,8	24	3,6	28,4	15,4	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	18	18,8	24	13,2	24	1017	8	1009,6	8	9	24	1,7	24	3,1	26	12,8	0	1	0	0	0	0	c_som_3_1
Corrientes_Aero	871660	2013	4	19	20,2	23	13,9	23	1017,1	8	1009,8	8	8,5	23	2,3	23	4,6	28	12,6	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	20	21,4	24	15,6	24	1017,4	8	1010,1	8	10,1	24	1,6	24	3,1	28,6	14,4	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	21	21,8	24	16,5	24	1017,1	8	1009,8	8	10,1	24	1,7	24	3,1	29,2	15,2	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	22	22,9	23	17	23	1017,9	8	1010,6	8	9,8	23	2,4	23	4,6	29,5	16,8	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	23	22,4	24	17,1	24	1018,8	8	1011,5	8	9	24	1,9	24	4,1	29	17	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	24	22,3	24	16,8	24	1017,8	8	1010,5	8	8,9	24	2,3	24	4,6	29,3	16,8	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	25	22,8	24	15,5	24	1015,4	8	1008,1	8	8,4	24	2,2	23	4,6	29,5	17,2	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	26	22,7	23	16,6	23	1013,4	8	1006,1	8	9,2	23	2,2	23	4,1	29,7	17,3	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	27	24,9	24	19,6	24	1010,6	8	1003,4	8	8,9	24	3,2	24	6,2	31,4	19	0	0	0	0	0	0	c_som_3_5
Corrientes_Aero	871660	2013	4	29	23,3	24	22,1	24	1011,5	8	1004,3	8	9	24	2,2	24	3,6	33	21,4	23,9	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	4	30	22,3	24	21,1	24	1012,6	8	1005,4	8	9,3	24	3,1	24	6,2	26,8	21	0	0	1	0	0	1	c_som_1_5
Corrientes_Aero	871660	2013	5	1	25,5	24	21,3	24	1010,9	8	1003,7	8	9,2	24	3,7	24	6,7	32	20,8	23,1	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	5	2	26,7	24	21	24	1008,5	8	1001,4	8	10	24	4,4	24	6,7	32	23	0	0	0	0	0	0	c_som_3_4
Corrientes_Aero	871660	2013	5	3	26,7	24	21,4	24	1007	7	999,9	7	9,8	24	4,5	24	7,2	32,2	23	0	0	1	0	0	1	c_som_1_5
