Nombre Estacion	Provincia	Fecha	Estacion	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	Cluster_SOM_1
Corrientes_Aero	Corrientes	10521	Otonio	15,9	14	1016,6	1009,2	10,3	1,2	2,6	18,2	14	0	1	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	10521	Otonio	5,9	4	1019,7	1001,5	5,8	1,4	3,1	16	-1,5	1	0	0	0	c_som_2_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10521	Otonio	11,4	7,8	1019	1018,3	7,7	1,7	5,1	16	7,5	0	0	0	0	c_som_2_2
Laboulaye_Aero	Cordoba_S	10521	Otonio	9,5	6,6	1018	1001,4	7,9	1,6	3,1	17,7	1,5	1	0	0	0	c_som_2_2
Viedma_Aero	Rio_Negro_E	10521	Otonio	8,3	4,1	1014,6	1013,7	29,9	2,4	2,6	13	2,2	0	0	0	0	c_som_1_1
Neuquen_Aero	Neuquen_E	10521	Otonio	9,6	1,7	1017,8	985,1	12,1	1,8	3,1	18,8	1,3	0	0	0	0	c_som_2_2
Esquel_Aero	Chubut	10521	Otonio	7	0,4	1013,6	920,5	17,1	2,6	6,2	13	2,7	0	1	0	0	c_som_2_1
San_Antonio_Oeste_Aero	Rio_Negro_E	10521	Otonio	9,4	0,7	1015,9	1013,4	29,9	4,6	5,1	19,3	0,5	0	0	0	0	c_som_1_1
Comodoro_Rivadavia_Aero	Chubut	10521	Otonio	12,1	2,8	1006,3	1000,7	15,8	6,8	12,9	14,8	8,2	0	0	0	0	c_som_1_2
La_Rioja_Aero	La_Rioja	10521	Otonio	13,7	7,4	1014,9	964,7	20	1,8	3,1	21,8	7,7	0	0	0	0	c_som_2_1
Marcos_Juarez_Aero	Cordoba_E	10521	Otonio	9,8	7	1019,6	1005,7	12,6	2,8	4,1	16,8	2,7	1	0	0	0	c_som_2_2
Concordia_Aero	Entre_Rios	10521	Otonio	9,7	8,8	1018,7	1014	5	1,3	3,6	15	6	1	0	0	0	c_som_2_2
Ushuaia_Aero_II	Ushuaia	10521	Otonio	5,5	0,2	991,4	984,5	16,7	5,3	15,9	14,1	2	0	1	0	0	c_som_1_2
Tartagal_Aero	Salta	10521	Otonio	17,6	12,1	1012	960,8	9,5	0,8	3,1	22,2	10,7	0	1	0	0	c_som_3_1
Rio_Gallegos_Aero	Santa_Cruz_S	10521	Otonio	5,6	-1,8	999,1	996,8	16,3	6,8	12,3	9,5	-1	0	0	0	0	c_som_1_2
Rosario_Aero	Santa_Fe	10521	Otonio	8,6	7,1	1019,1	1016	5	0,9	3,1	15,4	2,7	1	0	0	0	c_som_2_2
Junin_Aero	Buenos_Aires_N	10521	Otonio	9,3	6,8	1018,7	1008,8	6,6	1,3	2,6	15,2	1,7	1	0	0	0	c_som_2_2
Trelew_Aero	Chubut	10521	Otonio	10,4	3,2	1012,2	1006,9	29,9	2,6	5,1	18,5	4,4	0	0	0	0	c_som_1_1
Ezeiza_Aero	Buenos_Aires_NE	10521	Otonio	7,9	5,6	1019,3	1016,8	6,1	1,3	3,1	16	1,8	1	0	0	0	c_som_2_2
Tucuman_Aero_II	Tucuman	10522	Otonio	12,9	8,9	1019,6	966,9	8,2	2,2	4,1	19	7	0	0	0	0	c_som_2_2
Paso_De_Los_Libres_Aero	Corrientes	10522	Otonio	12,6	10,8	1018,6	1010,1	11,1	3,6	5,1	17,5	10,6	0	0	0	0	c_som_2_2
Resistencia_Aero	Chaco	10522	Otonio	15,8	13,4	1018	1011,8	12,2	1,7	4,1	18,5	14,3	0	1	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	10522	Otonio	10,4	5,6	1019,2	1009	12,2	3,1	6,2	19,1	5,2	0	0	0	0	c_som_2_2
Neuquen_Aero	Neuquen_E	10522	Otonio	7,2	1,6	1020,2	987,3	13	0,8	2,6	18,2	1	0	0	0	0	c_som_2_2
San_Martin_Mza	Mendoza	10522	Otonio	11,2	4,4	1020,7	944,4	15	2,8	3,6	19,5	4,6	0	0	0	0	c_som_2_1
Viedma_Aero	Rio_Negro_E	10522	Otonio	9,9	2,9	1016,5	1015,6	29,9	2,6	4,6	20,5	-1	0	0	0	0	c_som_1_1
Ezeiza_Aero	Buenos_Aires_NE	10522	Otonio	11,4	9,9	1020,7	1018,3	7,6	1,2	2,6	16,3	2,8	0	1	0	0	c_som_2_2
Mendoza_Aero	Mendoza	10522	Otonio	11,6	4,8	1020	938,5	11,4	0,7	2,6	19	3,8	0	0	0	0	c_som_2_1
San_Rafael_Aero	Mendoza	10522	Otonio	9,8	4,5	1021,1	933,6	20	3,6	5,1	18,2	4,3	0	0	0	0	c_som_2_1
Cordoba_Aero	Cordoba_C	10522	Otonio	8,7	5,7	1021,6	962,4	7,1	1,6	2,6	16,4	1	1	0	0	0	c_som_2_1
Gualeguaychu_Aero	Entre_Rios	10522	Otonio	12,1	10,9	1020,7	1017,8	6,3	1,9	2,6	15,2	4,1	1	1	0	0	c_som_2_2
Rio_Gallegos_Aero	Santa_Cruz_S	10522	Otonio	5	-2,6	998,4	996,2	15,9	10,3	16,5	9,6	-0,5	0	1	0	0	c_som_1_2
Monte_Caseros_Aero	Corrientes	10522	Otonio	11,8	10,2	1019,3	1012,7	7,6	2,8	3,1	16,9	9,6	0	0	0	0	c_som_2_2
Iguazu_Aero	Misiones	10522	Otonio	19,2	18,6	1014,5	983,2	6,6	3,4	5,1	23	17,2	1	1	0	0	c_som_3_2
Comodoro_Rivadavia_Aero	Chubut	10522	Otonio	11,9	0,9	1009,9	1004,3	16,4	6,6	11,8	15	5	0	0	0	0	c_som_1_2
Oran_Aero	Salta	10522	Otonio	17,1	13,4	1017	975,8	10	1	2,1	21,4	13	0	0	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	10522	Otonio	8,8	4,9	1020,8	970,3	11,6	3,5	5,7	17,7	3	0	0	0	0	c_som_2_1
Reconquista_Aero	Santa_Fe	10522	Otonio	14,4	11,8	1019,4	1013	6,3	2,7	4,1	16,3	13	0	1	0	0	c_som_2_2
San_Luis_Aero	San_Luis	10522	Otonio	10,9	5,6	1020,6	937,5	20	1,5	2,6	17,8	4,4	0	0	0	0	c_som_2_1
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10522	Otonio	13,7	11,1	1020,3	1019,6	4,8	2,4	4,6	16,5	9,8	0	1	0	0	c_som_2_2
Chamical_Aero	La_Rioja	10522	Otonio	15	1,2	1020	965,4	21,7	0,4	2,1	21,5	0,3	0	0	0	0	c_som_2_1
Azul_Aero	Buenos_Aires_C	10522	Otonio	8,2	4,9	1021	1002,9	8,4	1,1	1,5	17,7	-0,4	1	0	0	0	c_som_2_2
General_Pico_Aero	La_Pampa	10522	Otonio	7,5	6,6	1021,1	1003,4	6,6	1,8	3,6	17,4	2,5	1	0	0	0	c_som_2_2
Catamarca_Aero_II	Catamarca	10522	Otonio	12,2	4,6	1019,1	965,4	20	2	4,6	20,9	4,4	0	0	0	0	c_som_2_1
Santa_Rosa_Aero	La_Pampa	10522	Otonio	8,8	5,3	1021,1	997,7	12,7	2,2	4,1	18,9	-0,2	1	0	0	0	c_som_2_2
Trelew_Aero	Chubut	10522	Otonio	11	3,8	1014,9	1009,7	29,9	2,5	4,1	19	3,5	0	0	0	0	c_som_1_1
Posadas_Aero	Misiones	10522	Otonio	16,6	14,3	1016,7	1001,9	14,2	2,7	6,2	20	15	0	0	0	0	c_som_3_2
Tartagal_Aero	Salta	10522	Otonio	16,7	12,9	1016	964,4	10	3,1	5,1	20,7	15,1	0	0	0	0	c_som_3_1
Tandil_Aero	Buenos_Aires_C	10522	Otonio	9	5	1020,3	999	12,4	1	2,6	18,7	2,2	1	0	0	0	c_som_2_2
Villa_Dolores_Aero	Cordoba_O	10522	Otonio	10,7	4,4	1020,7	953,6	24,5	2	3,1	18,8	4,3	0	0	0	0	c_som_2_1
Presidencia_R_S_Penia_Aero	Chaco	10522	Otonio	16,1	13,7	1018,4	1007,3	20	3,1	4,6	17,8	13,6	0	0	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10522	Otonio	7,7	3,3	1021,8	963,1	12,1	0,3	2,6	21	-3,2	0	0	0	0	c_som_2_1
San_Julian_Aero	Santa_Cruz_E	10522	Otonio	6,6	-2,3	1004,5	996,9	29,9	6,1	12,3	12	2,1	0	0	0	0	c_som_1_1
Esquel_Aero	Chubut	10522	Otonio	7,6	1,2	1015,5	922,6	18	2,4	7,2	12,8	3,1	0	0	0	0	c_som_2_1
Rosario_Aero	Santa_Fe	10522	Otonio	9,7	6,6	1020,8	1017,8	6	1,8	3,1	17	3,2	1	0	0	0	c_som_2_2
Dolores_Aero	Buenos_Aires_E	10522	Otonio	10,6	8,7	1020,6	1019,5	4,7	1,3	4,1	18,5	5,6	1	0	0	0	c_som_2_2
Pilar	Cordoba_C	10522	Otonio	9,4	7,3	1022,1	981,3	5,6	1	2,6	15,6	2,3	1	0	0	0	c_som_2_2
Junin_Aero	Buenos_Aires_N	10522	Otonio	8,4	6,4	1020,5	1010,6	4,5	1,1	2,1	16	0	1	0	0	0	c_som_2_2
Concordia_Aero	Entre_Rios	10522	Otonio	11,6	10,9	1019,6	1014,9	5,1	2,1	4,1	14	8	0	1	0	0	c_som_2_2
San_Antonio_Oeste_Aero	Rio_Negro_E	10522	Otonio	10,2	1,6	1017,9	1015,5	29,9	5,6	8,7	19,4	3,4	0	0	0	0	c_som_1_1
La_Plata	Buenos_Aires_NE	10522	Otonio	14,4	12,8	1020,1	1017,3	9	1,9	2,6	16,6	7	0	1	0	0	c_som_2_2
Ushuaia_Aero_II	Ushuaia	10522	Otonio	3,9	-0,7	986,2	979,3	13,7	9	19,5	7,1	2	0	1	0	0	c_som_1_2
Formosa_Aero	Formosa	10522	Otonio	17,2	15,2	1016,7	1009,7	13	3,3	5,7	19,7	15,3	0	1	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	10522	Otonio	10,7	3,7	1021,4	951	15	1,8	3,6	19,8	2,5	0	0	0	0	c_som_2_1
Mar_Del_Plata_Aero	Buenos_Aires_E	10522	Otonio	9,9	8,2	1019,9	1017,3	5,5	1,1	3,6	18	1,1	1	0	0	0	c_som_2_2
Marcos_Juarez_Aero	Cordoba_E	10522	Otonio	9,8	6,7	1022,1	1008,1	9,5	1,2	4,1	17,6	1,7	1	0	0	0	c_som_2_2
Sauce_Viejo_Aero	Santa_Fe	10522	Otonio	12,4	9,2	1020,6	1018,4	9	2,1	3,1	17	7,5	1	0	0	0	c_som_2_2
La_Rioja_Aero	La_Rioja	10522	Otonio	15,8	7,4	1018,5	968,1	20	1,2	3,1	22,1	4,5	0	0	0	0	c_som_2_1
Ceres_Aero	Santa_Fe	10522	Otonio	14,2	10,6	1020,9	1010,3	14,3	2,4	3,6	16,4	11,8	0	0	0	0	c_som_2_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10522	Otonio	13	9,1	1020,8	996,9	9,7	0,5	1,5	20	7,6	0	0	0	0	c_som_2_2
Corrientes_Aero	Corrientes	10522	Otonio	15,8	13,1	1018	1010,6	10	3	5,1	18,4	14	0	1	0	0	c_som_3_2
Junin_Aero	Buenos_Aires_N	10523	Otonio	9	6,1	1019,7	1009,7	3,5	1,6	4,1	17,4	1,5	1	0	0	0	c_som_2_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10523	Otonio	15,3	13,4	1020,2	1019,5	5,8	1,9	4,6	17	12,5	1	1	0	0	c_som_3_2
El_Bolson	Rio_Negro_O	10523	Otonio	12,6	7,3	1012,9	972,9	19,2	3,9	11,8	16,7	2,3	0	1	0	0	c_som_1_2
Viedma_Aero	Rio_Negro_E	10523	Otonio	12,2	4,6	1009,9	1009	29,9	6,7	13,4	20,5	1,5	0	0	0	0	c_som_1_1
Ushuaia_Aero_II	Ushuaia	10523	Otonio	1,7	-1	996,4	989,3	13,2	8,5	12,9	5,1	-0,4	0	1	1	0	c_som_1_2
Comodoro_Rivadavia_Aero	Chubut	10523	Otonio	12,4	0,8	1001,4	996	15	6,5	13,4	17,5	7	0	0	0	0	c_som_1_2
Resistencia_Aero	Chaco	10523	Otonio	14,3	12,2	1018,7	1012,4	12,6	1,6	3,6	18,3	13	0	0	0	0	c_som_2_2
San_Luis_Aero	San_Luis	10523	Otonio	13,4	5,2	1018,1	935,8	20	3,3	5,1	20	5,1	0	0	0	0	c_som_2_1
Ceres_Aero	Santa_Fe	10523	Otonio	12,7	7,6	1020,8	1010,1	6,9	1,6	2,1	19,2	6	1	0	0	0	c_som_2_2
Presidencia_R_S_Penia_Aero	Chaco	10523	Otonio	14,5	11	1019,1	1008,1	18,5	2,8	3,6	18,5	10,2	0	0	0	0	c_som_2_2
Neuquen_Aero	Neuquen_E	10523	Otonio	8,7	2,2	1015,5	982,7	11,9	1,9	7,2	23	0,5	0	0	0	0	c_som_2_2
Concordia_Aero	Entre_Rios	10523	Otonio	15,1	13,2	1019,6	1014,8	11,1	1,4	3,6	19	12,9	0	0	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	10523	Otonio	10,8	9,4	1020,2	1019,1	4,3	2,2	7,2	18,9	5,7	1	0	0	0	c_som_2_2
Iguazu_Aero	Misiones	10523	Otonio	17,4	17,2	1015,5	984	6,1	3,5	5,1	23,5	16	0	1	0	0	c_som_3_2
Tartagal_Aero	Salta	10523	Otonio	16,8	11,2	1016,8	965,2	10	0,5	1	20	14,3	0	0	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	10523	Otonio	11,1	3	1018,4	948,3	12,9	1,6	3,1	21,8	1,3	0	0	0	0	c_som_2_1
La_Plata	Buenos_Aires_NE	10523	Otonio	13	12,3	1019,9	1017,1	3,7	1,6	2,6	15,3	8,9	1	0	0	0	c_som_2_2
Rosario_Aero	Santa_Fe	10523	Otonio	11,1	8,4	1020,2	1017,2	7,9	1,2	3,6	18	5,4	1	0	0	0	c_som_2_2
Chamical_Aero	La_Rioja	10523	Otonio	12,9	7,4	1019,6	965,1	19,2	1,4	4,1	21,8	5,7	0	0	0	0	c_som_2_1
Gualeguaychu_Aero	Entre_Rios	10523	Otonio	15,1	12,4	1019,8	1017	7,4	1,2	2,6	18,6	11,1	1	0	0	0	c_som_2_2
Paso_De_Los_Libres_Aero	Corrientes	10523	Otonio	15,3	12,6	1018,6	1010,1	11,3	2,9	5,1	20	11,3	0	0	0	0	c_som_2_2
Bahia_Blanca_Aero	Buenos_Aires_C	10523	Otonio	11,5	6,3	1015,3	1005,2	14,6	8,1	14,4	20,8	5,8	0	0	0	0	c_som_1_2
Cordoba_Aero	Cordoba_C	10523	Otonio	8,9	3,6	1020,6	961,4	9,8	3,2	6,2	20	0,9	0	0	0	0	c_som_2_1
San_Antonio_Oeste_Aero	Rio_Negro_E	10523	Otonio	12	1,1	1013,3	1010,8	29,9	7,2	9,3	18,7	4,2	0	0	0	0	c_som_1_1
Villa_Reynolds_Aero	San_Luis	10523	Otonio	8,8	3	1019,4	961,4	13,2	1,8	4,1	23	-1	0	0	0	0	c_som_2_1
Villa_Dolores_Aero	Cordoba_O	10523	Otonio	11	4,8	1020	953,2	23,8	2,5	3,1	20	3,3	0	0	0	0	c_som_2_1
La_Rioja_Aero	La_Rioja	10523	Otonio	16,1	8,3	1017,1	967	20	1	2,1	23,1	6	0	0	0	0	c_som_2_1
Formosa_Aero	Formosa	10523	Otonio	15,5	13,3	1017,8	1010,6	14,3	1,3	3,6	19,2	12,8	0	0	0	0	c_som_3_2
Mar_Del_Plata_Aero	Buenos_Aires_E	10523	Otonio	7,9	6,2	1018,7	1016,2	4	4,1	11,3	18,5	1,2	1	0	0	0	c_som_1_2
Rio_Cuarto_Aero	Cordoba_S	10523	Otonio	10,9	4,9	1018,7	968,6	11,7	4,2	8,2	21,1	4,4	0	0	0	0	c_som_2_1
Laboulaye_Aero	Cordoba_S	10523	Otonio	8,9	4,8	1019,5	1002,7	7,2	1,5	7,2	19,3	0,6	1	0	0	0	c_som_2_2
San_Martin_Mza	Mendoza	10523	Otonio	10,8	4,3	1018,1	941,8	15	1,8	2,6	20,4	5,4	0	0	0	0	c_som_2_1
San_Rafael_Aero	Mendoza	10523	Otonio	12,2	4,6	1017,1	930,6	20	2	3,6	21,5	4,6	0	0	0	0	c_som_2_1
Azul_Aero	Buenos_Aires_C	10523	Otonio	7,5	5,6	1019,9	1001,9	7,2	2,7	6,7	17,9	0,5	1	0	0	0	c_som_2_2
Corrientes_Aero	Corrientes	10523	Otonio	14,3	11,4	1018,7	1011,3	10,6	2,4	3,6	18	12,6	0	0	0	0	c_som_2_2
Trelew_Aero	Chubut	10523	Otonio	10,7	4,3	1006,3	1001,1	26,2	5,9	9,8	20	4	0	1	0	0	c_som_1_1
Marcos_Juarez_Aero	Cordoba_E	10523	Otonio	8,6	6	1020,8	1006,8	9,7	1,9	4,1	16,8	-0,2	1	0	0	0	c_som_2_2
Ezeiza_Aero	Buenos_Aires_NE	10523	Otonio	13,1	11,1	1020	1017,6	4	1	4,1	18	8,7	1	0	0	0	c_som_2_2
General_Pico_Aero	La_Pampa	10523	Otonio	12,3	7,8	1018,3	1000,8	16,3	4,5	7,2	20,8	3	0	0	0	0	c_som_2_2
Reconquista_Aero	Santa_Fe	10523	Otonio	13,5	11,3	1019,6	1013,2	7,4	1,8	2,6	16,3	10,2	0	0	0	0	c_som_2_2
Rio_Gallegos_Aero	Santa_Cruz_S	10523	Otonio	2	-2,7	1000,9	998,7	17,5	5,5	12,3	7,5	-2	0	1	1	0	c_som_1_2
Tandil_Aero	Buenos_Aires_C	10523	Otonio	6,4	5	1019,4	998	8,9	2,4	7,7	20,2	-2,2	1	0	0	0	c_som_2_2
Posadas_Aero	Misiones	10523	Otonio	14,2	12,1	1017,8	1002,8	12,7	2,7	5,1	17,4	11,7	0	0	0	0	c_som_2_2
Tucuman_Aero_II	Tucuman	10523	Otonio	12,3	7,6	1018,9	966,4	10,1	2,1	6,2	21	6,6	0	0	0	0	c_som_2_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10523	Otonio	11,3	7,5	1020,5	996,4	8,7	0,6	1,5	20,4	3,5	1	0	0	0	c_som_2_2
Monte_Caseros_Aero	Corrientes	10523	Otonio	14,7	12,3	1019,3	1012,8	14,5	1,5	2,1	19,2	10,8	0	0	0	0	c_som_2_2
Catamarca_Aero_II	Catamarca	10523	Otonio	15	5,9	1016,5	963,5	20	3	7,7	22,5	6,7	0	0	0	0	c_som_2_1
Mendoza_Aero	Mendoza	10523	Otonio	11,7	4,8	1017,1	935,8	11,3	0,5	2,1	20	5	0	0	0	0	c_som_2_1
Sauce_Viejo_Aero	Santa_Fe	10523	Otonio	11,2	8,1	1020,1	1018	8,7	1,4	2,1	17,3	3,8	0	0	0	0	c_som_2_2
Pilar	Cordoba_C	10523	Otonio	9,9	5,5	1021	980,3	15,8	2,4	3,6	18,7	1,4	1	0	0	0	c_som_2_2
Santa_Rosa_Aero	La_Pampa	10523	Otonio	10,8	6,1	1017,8	994,7	18,8	3,2	5,1	21,8	0,8	0	0	0	0	c_som_2_2
San_Julian_Aero	Santa_Cruz_E	10523	Otonio	4,2	0,7	1004,1	996,4	29,9	9,5	12,9	10,6	2,8	0	0	0	0	c_som_1_1
Esquel_Aero	Chubut	10523	Otonio	11,6	2,9	1007,3	916	15,8	7,3	12,3	14	3,6	0	1	0	0	c_som_2_1
Oran_Aero	Salta	10523	Otonio	16,3	12,6	1017,2	975,8	10	2,8	3,1	20,6	13,7	0	0	0	0	c_som_3_2
Santa_Rosa_Aero	La_Pampa	10524	Otonio	11,8	6,2	1020,3	997,3	23,3	2,9	6,2	22,5	2,7	0	0	0	0	c_som_1_1
Rio_Cuarto_Aero	Cordoba_S	10524	Otonio	13,1	5,1	1020,3	970,3	11,9	3,6	6,7	21,3	4,5	0	0	0	0	c_som_2_1
Tandil_Aero	Buenos_Aires_C	10524	Otonio	11,2	6,4	1018,2	997,1	17,5	5,1	8,2	15,9	1,1	0	0	0	0	c_som_2_2
Bahia_Blanca_Aero	Buenos_Aires_C	10524	Otonio	11,6	4,4	1018,8	1008,7	14	4,1	7,7	19,3	6,3	0	0	0	0	c_som_2_2
San_Antonio_Oeste_Aero	Rio_Negro_E	10524	Otonio	10,1	1,8	1022,7	1020,3	29,9	5,9	10,3	20,6	3,9	0	0	0	0	c_som_1_1
Gualeguaychu_Aero	Entre_Rios	10524	Otonio	13,4	9	1020,3	1017,5	11,4	1,6	5,1	19,4	4,5	1	0	0	0	c_som_2_2
Corrientes_Aero	Corrientes	10524	Otonio	16,3	12,3	1020	1012,5	10,8	3	4,6	20	13,6	0	0	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10524	Otonio	10,6	3,6	1021,7	964	15	2,5	3,6	24,5	1,5	0	0	0	0	c_som_2_1
San_Martin_Mza	Mendoza	10524	Otonio	11,7	4,1	1020,7	944,4	15	2,1	3,1	21,4	5,3	0	0	0	0	c_som_2_1
Viedma_Aero	Rio_Negro_E	10524	Otonio	10,4	1,7	1019,6	1015,7	28,3	3,7	6,2	18,6	2,9	0	1	0	0	c_som_1_1
San_Luis_Aero	San_Luis	10524	Otonio	13,6	5,5	1020,5	938,1	20	2,2	3,6	20,4	6,5	0	0	0	0	c_som_2_1
Formosa_Aero	Formosa	10524	Otonio	15,9	13,7	1019,4	1012,3	14,6	2,1	4,1	19	12,5	0	0	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	10524	Otonio	14,9	12,8	1019,5	1011,1	11,4	2,7	4,6	20	10,3	0	0	0	0	c_som_2_2
Marcos_Juarez_Aero	Cordoba_E	10524	Otonio	10,3	5,7	1021,5	1007,6	10,5	1,9	3,6	22	1	1	0	0	0	c_som_2_2
San_Juan_Aero_II	San_Juan	10524	Otonio	11,5	3,1	1020,9	950,8	13,2	2,3	5,7	23,2	1,6	0	0	0	0	c_som_2_1
Iguazu_Aero	Misiones	10524	Otonio	16,4	16	1017,6	985,8	8,4	3,1	5,1	19,5	15	1	0	0	0	c_som_3_2
Posadas_Aero	Misiones	10524	Otonio	16,1	13,1	1019,2	1004,2	14,2	2,2	3,1	19,9	12,6	0	0	0	0	c_som_3_2
Mar_Del_Plata_Aero	Buenos_Aires_E	10524	Otonio	11,2	6,4	1016,8	1014,2	9	5,3	11,3	16,6	3,3	0	0	0	0	c_som_1_2
Concordia_Aero	Entre_Rios	10524	Otonio	13,3	11	1020	1015,5	7,2	1,3	3,6	19,7	7,2	1	0	0	0	c_som_2_2
Ushuaia_Aero_II	Ushuaia	10524	Otonio	0,8	-1	1007,3	1000,1	9,5	7,9	12,3	2,6	0	0	0	1	0	c_som_1_2
General_Pico_Aero	La_Pampa	10524	Otonio	12,2	7,1	1019,7	1002,3	20	3,8	6,2	22	6,2	0	0	0	0	c_som_2_2
Reconquista_Aero	Santa_Fe	10524	Otonio	13,7	10,8	1020,8	1014,4	8,9	1,4	3,1	20,1	7,8	0	0	0	0	c_som_2_2
Trelew_Aero	Chubut	10524	Otonio	5,7	-1,3	1020,3	1015	29,9	2,7	3,6	21,8	-3	0	0	0	0	c_som_1_1
Rosario_Aero	Santa_Fe	10524	Otonio	10,8	6,9	1020,3	1017,2	5,6	1,5	4,1	21	2	1	0	0	0	c_som_2_2
Junin_Aero	Buenos_Aires_N	10524	Otonio	10,1	6,8	1019,1	1009,2	9,2	2,3	4,6	18,4	3,2	0	0	0	0	c_som_2_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10524	Otonio	14,7	9,4	1019,4	1018,7	8,4	3,2	5,1	18,2	11	0	0	0	0	c_som_2_2
San_Rafael_Aero	Mendoza	10524	Otonio	11,7	3,3	1020,6	934,3	18,8	2,7	4,6	22	5,8	0	0	0	0	c_som_2_1
Tartagal_Aero	Salta	10524	Otonio	15,5	10,1	1018	965,9	10	0,3	2,1	22,4	9,4	0	0	0	0	c_som_2_2
Villa_Dolores_Aero	Cordoba_O	10524	Otonio	11,4	4,9	1021,4	954,4	18,2	2,5	3,6	20,6	4,7	0	0	0	0	c_som_2_1
Cordoba_Aero	Cordoba_C	10524	Otonio	10,4	2,7	1021,4	962,5	10	2,4	4,1	23	0,8	0	0	0	0	c_som_2_1
Laboulaye_Aero	Cordoba_S	10524	Otonio	11,4	6	1020,3	1003,6	10	1	3,1	21,5	1,2	0	0	0	0	c_som_2_2
Sauce_Viejo_Aero	Santa_Fe	10524	Otonio	11,8	8,4	1020,6	1018,5	6,8	1,5	3,6	20,4	4	1	0	0	0	c_som_2_2
San_Julian_Aero	Santa_Cruz_E	10524	Otonio	2,3	-3,4	1016,5	1008,6	29,9	5,7	8,2	5,4	-1,3	0	0	0	0	c_som_1_1
Ezeiza_Aero	Buenos_Aires_NE	10524	Otonio	12,4	9,2	1019,8	1017,3	8,7	2,6	4,6	18,3	8,2	0	0	0	0	c_som_2_2
Pilar	Cordoba_C	10524	Otonio	12,2	5,3	1021,5	981,1	12,1	1,2	2,1	23,1	2,7	0	0	0	0	c_som_2_2
Esquel_Aero	Chubut	10524	Otonio	6,9	2,2	1017,6	924,6	17,2	2,2	5,1	14	3	0	0	0	0	c_som_2_1
Presidencia_R_S_Penia_Aero	Chaco	10524	Otonio	11,1	8,4	1020,8	1009,6	11,6	1,8	2,6	19,2	4,6	1	0	0	0	c_som_2_2
Comodoro_Rivadavia_Aero	Chubut	10524	Otonio	5,1	-3,8	1018,2	1012,5	15,9	4,5	7,2	17,2	0,2	0	0	0	0	c_som_2_2
Oran_Aero	Salta	10524	Otonio	14,8	10,8	1018,5	977,1	10	1	2,1	22,5	9,7	0	0	0	0	c_som_2_2
La_Rioja_Aero	La_Rioja	10524	Otonio	16,7	8,6	1019,4	969,3	20	0,8	1,5	22,4	6	0	0	0	0	c_som_2_1
La_Plata	Buenos_Aires_NE	10524	Otonio	12,8	10,2	1019,5	1016,7	8,2	2,7	4,1	16,8	8,5	1	0	0	0	c_som_2_2
Ceres_Aero	Santa_Fe	10524	Otonio	13,1	7,4	1021,4	1010,7	11,6	1,8	3,1	22,8	5,8	1	0	0	0	c_som_2_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10524	Otonio	12,6	6,9	1021,2	997,2	9,8	0,9	2,1	23,6	2,4	0	0	0	0	c_som_2_2
Azul_Aero	Buenos_Aires_C	10524	Otonio	10,9	7,2	1019,1	1001,2	12,6	4,3	7,7	16,5	2,5	0	0	0	0	c_som_2_2
Mendoza_Aero	Mendoza	10524	Otonio	12,5	3,8	1019,6	938,5	11,7	0,9	2,6	21	4,8	0	0	0	0	c_som_2_1
Neuquen_Aero	Neuquen_E	10524	Otonio	11,7	6,2	1020,2	987,8	12,6	2	4,1	22,8	1,6	0	0	0	0	c_som_2_2
Tucuman_Aero_II	Tucuman	10524	Otonio	14,1	8	1020	967,6	8,5	2,7	5,1	23	8	0	0	0	0	c_som_2_2
Catamarca_Aero_II	Catamarca	10524	Otonio	13,7	6,2	1018,7	965,4	20	1,8	3,6	23,6	4,8	0	0	0	0	c_som_2_1
Resistencia_Aero	Chaco	10524	Otonio	16,3	12,7	1020,2	1014	12,2	2,4	4,6	20	13	0	0	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	10524	Otonio	10,6	7,7	1018,4	1017,3	8,7	5	7,2	17,9	7,2	1	0	0	0	c_som_2_2
Rio_Gallegos_Aero	Santa_Cruz_S	10524	Otonio	1,6	-1,7	1012,7	1010,4	16,9	6,3	8,7	5,7	-2	0	0	0	0	c_som_1_2
