Nombre Estacion	Provincia	Fecha	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	random
Junin_Aero	Buenos_Aires	10618	8,9	3,9	1015,4	1005,5	10,3	3,9	6,2	14	-0,3	0	0	0	0	0,204627555
Bahia_Blanca_Aero	Buenos_Aires	10205	24	14,9	1013,5	1003,8	12,6	4,5	10,3	34,8	15	0	0	0	0	0,573745255
Villa_Reynolds_Aero	San_Luis	10703	11,7	1,5	1007,2	950,9	15	2,2	5,1	24,6	-0,2	0	0	0	0	0,448739502
Reconquista_Aero	Santa_Fe	10226	20,2	13,8	1015,8	1009,6	10,8	2,8	5,1	28,2	14	0	0	0	0	0,475452863
Gualeguaychu_Aero	Entre_Rios	11008	22,4	11,6	1018,1	1015,4	15	6,1	8,8	27,1	10	0	0	0	0	0,479142063
Bahia_Blanca_Aero	Buenos_Aires	10209	28,9	13,6	1008,5	999,1	15	7,1	9,3	36,7	22,2	0	0	0	0	0,945744017
Trelew_Aero	Chubut	10614	2,7	-5,2	1024,4	1018,8	29,4	3,1	7,7	12	-4	0	0	0	0	0,928508986
Rio_Gallegos_Aero	Santa_Cruz	10823	-2,7	-7,7	1036	1033,7	20	2,8	4,6	3	-8,9	0	0	0	0	0,489364835
Formosa_Aero	Formosa	10303	24,1	21,3	1010,7	1003,9	13,5	5	7,7	38,6	19	0	1	0	0	0,432015988
Iguazu_Aero	Misiones	10422	20,2	16,6	1019,6	988,1	13,2	2,4	6,2	27,4	13,8	0	0	0	0	0,757315801
Ceres_Aero	Santa_Fe	10728	14,4	6	1020,7	1010	10,1	2,2	3,6	25,2	5,2	0	0	0	0	0,367092806
Sauce_Viejo_Aero	Santa_Fe	10711	19	17	1012,9	1010,8	8,7	3,3	4,6	22,5	14,5	0	0	0	0	0,488672821
Marcos_Juarez_Aero	Cordoba	11113	23,8	14,1	1012,2	999	20	7,4	10,3	31,6	15	0	0	0	0	0,128673273
Gualeguaychu_Aero	Entre_Rios	10412	17,8	11,5	1013,7	1010,9	15	4,6	6,2	21,6	13,6	0	0	0	0	0,987072659
Neuquen_Aero	Neuquen	10601	14,8	0,6	1005,6	973,9	11,1	10,1	17	18,6	10,5	0	0	0	0	0,543809987
Chamical_Aero	La_Rioja	10830	20,8	-0,1	1008,8	956,3	20	2,2	4,1	28,4	10,5	0	0	0	0	0,642728126
Marcos_Juarez_Aero	Cordoba	10113	24,9	17,2	1012,5	999,4	20	4	4,6	31,4	16,6	0	0	0	0	0,53743901
Monte_Caseros_Aero	Corrientes	10723	5,3	0,1	1027,1	1020,4	14	3,5	4,1	11,8	0,3	0	0	0	0	0,936167839
Pilar	Cordoba	10510	18,4	11,9	1009	969,9	16,3	1,8	4,1	28,4	10,4	0	0	0	0	0,972091936
Dolores_Aero	Buenos_Aires	10403	19,7	17,4	1015,1	1014	8,2	4,2	9,8	23,4	16	0	1	0	0	0,031206972
Gualeguaychu_Aero	Entre_Rios	11111	20,1	17,4	1004,4	1001,8	15	5,1	7,7	26,7	18,5	0	0	0	0	0,080758765
Santiago_Del_Estero_Aero	Santiago_del_Estero	10902	22,9	6,7	1008	985,3	12,1	2,2	4,1	31,8	13	0	0	0	0	0,973591634
Villa_Dolores_Aero	Cordoba	10902	17,4	2,8	1012,3	947,5	13,7	3,7	6,2	29,8	9,8	0	0	0	0	0,103121369
Villa_Dolores_Aero	Cordoba	10208	26,7	12,2	1008,5	945,6	24,9	2,2	4,6	35,3	17,5	0	0	0	0	0,983744197
Santa_Rosa_Aero	La_Pampa	11017	20,1	13,5	1016,7	994,4	27,4	1,8	4,1	27,1	13,9	0	0	0	0	0,92847348
Junin_Aero	Buenos_Aires	10616	11,1	8,3	1015,2	1005,4	8,4	4,7	7,7	16	4,9	0	1	0	0	0,265066859
Junin_Aero	Buenos_Aires	10325	19,2	13,8	1011,5	1002	9,7	3	5,1	29,6	13,8	0	1	0	0	0,807447936
Marcos_Juarez_Aero	Cordoba	10717	14,9	10,8	1010,8	997,2	17,1	2,6	4,1	24,8	5	1	0	0	0	0,878214035
Ushuaia_Aero_II	Ushuaia	10717	0,2	-2,2	1009,3	1002	10,9	10,2	13,9	2	-3,8	0	1	1	0	0,409749285
Reconquista_Aero	Santa_Fe	10407	19,8	11,7	1016,1	1009,8	13,2	3,3	5,1	29,5	13,9	0	0	0	0	0,417984623
Posadas_Aero	Misiones	11024	22,3	20,3	1013,2	998,8	10,6	3,4	8,2	29,3	20	0	1	0	0	0,425402673
Neuquen_Aero	Neuquen	10608	4,9	-4,8	1021,8	988,6	10,9	1,3	4,1	13	-2,8	0	0	0	0	0,865530455
La_Plata	Buenos_Aires	10521	11,2	9	1018,8	1016	10	2,3	4,6	15,7	5,8	0	0	0	0	0,976377735
Santiago_Del_Estero_Aero	Santiago_del_Estero	10410	24	14,3	1008,5	985,1	14,6	1,9	3,6	32	14,7	0	0	0	0	0,472901261
Dolores_Aero	Buenos_Aires	10330	20,6	14,7	1016,8	1015,7	10	3,8	5,1	27,7	13,7	0	0	0	0	0,043341883
Rosario_Aero	Santa_Fe	10208	25,8	18,1	1012,1	1009,2	11,7	2,9	5,7	33	18,4	0	0	0	0	0,189390059
Rosario_Aero	Santa_Fe	10401	20,9	18,5	1013,9	1011	10,3	4,1	6,7	32,3	17,9	0	1	0	0	0,479852624
Santa_Rosa_Aero	La_Pampa	10820	11,8	-1,1	1015,7	992,7	17,7	1,9	5,7	22,6	1,5	0	0	0	0	0,902367804
Villa_Reynolds_Aero	San_Luis	10310	21,1	13,5	1010,7	955,8	13,2	2,6	5,1	34,6	16,5	0	0	0	0	0,273323053
Oran_Aero	Salta	10408	22,8	17,5	1013	972,7	10	2,6	3,1	26,7	20,6	0	0	0	0	0,008560478
Gualeguaychu_Aero	Entre_Rios	10628	13,3	10,7	1010,3	1007,5	15	3,6	6,2	17,8	6	0	0	0	0	0,262508646
Catamarca_Aero_II	Catamarca	11101	20,8	16,3	1003	952,7	6,1	7	10,3	32,5	15,5	0	1	0	0	0,935995433
San_Luis_Aero	San_Luis	10202	25,2	14,1	1010,1	932	18,8	8,5	13,9	34,5	18	0	1	0	0	0,5225973
Ushuaia_Aero_II	Ushuaia	10223	10,3	7	1022	1015	16,7	3,9	7,7	15	7,4	0	0	0	0	0,826198058
Formosa_Aero	Formosa	10613	20,2	16,2	1017,1	1010,2	12,2	2,6	6,2	28	14,8	1	0	0	0	0,483597492
Ceres_Aero	Santa_Fe	10322	22,4	15,7	1016	1005,7	10,8	2,8	4,6	29,5	15	0	0	0	0	0,798155674
Corrientes_Aero	Entre_Rios	10805	11,8	8,9	1015,6	1008,1	6,3	1,2	2,6	23,3	5,6	1	0	0	0	0,694278267
Presidencia_R_S_Penia_Aero	Chaco	10330	24,8	15,6	1012,4	1001,8	20	3,1	6,7	33,4	16,1	0	0	0	0	0,373903496
Oran_Aero	Salta	11030	30,3	19,6	1002,4	963,3	10,5	2,1	2,1	38,2	22,8	0	0	0	0	0,371977007
Ushuaia_Aero_II	Ushuaia	10528	0,2	-2,2	1009,4	1002,1	17,1	2	3,1	2,5	-4,8	0	0	0	0	0,39971905
Tartagal_Aero	Salta	10519	13,8	10,6	1018,2	966,1	7,4	1,8	5,1	16,8	11,4	0	1	0	0	0,225782587
Oran_Aero	Salta	10120	23,6	20,1	1013,8	973,6	10,9	1,3	3,1	29	20,6	0	1	0	0	0,324086527
Sauce_Viejo_Aero	Santa_Fe	10526	15,3	11,7	1014,5	1012,3	12,1	3,1	6,2	20,8	11,1	0	0	0	0	0,385082798
Gualeguaychu_Aero	Entre_Rios	11110	22,1	18,3	1004,1	1001,4	12,7	4,4	9,8	26,6	19,4	0	1	0	0	0,956807957
Esquel_Aero	Chubut	10123	20,4	3,6	1010,3	922	29,9	7,8	13,9	25	15,7	0	0	0	0	0,832356119
Formosa_Aero	Formosa	10127	22,8	14,4	1013,5	1006,6	13,4	2,8	4,6	31	15	0	0	0	0	0,297761097
Tartagal_Aero	Salta	10523	16,8	11,2	1016,8	965,2	10	0,5	1	20	14,3	0	0	0	0	0,028217073
Rio_Gallegos_Aero	Santa_Cruz	10810	5,6	0,8	987,7	984,8	19,5	6,6	13,9	8,9	1,3	0	0	0	0	0,737699118
Cordoba_Aero	Cordoba	10104	22,4	14,2	1010,1	954,2	10,9	4,3	11,3	33	14,1	0	1	0	1	0,012191726
Tartagal_Aero	Salta	10612	20,7	18,5	1014,6	963,8	9	0,3	1	23,5	18,4	0	1	0	0	0,063296842
La_Rioja_Aero	La_Rioja	10103	28,7	10,2	1006,7	959,1	20	4,1	5,1	35,4	20,8	0	0	0	0	0,900371445
San_Rafael_Aero	Mendoza	11101	16,6	6,1	1014,5	929,8	18,5	3,3	4,6	24,5	11,9	0	1	0	0	0,947647827
Azul_Aero	Buenos_Aires	10722	4,2	1,6	1019,4	1001,1	15	5,4	9,3	8,8	1,4	0	1	0	0	0,354141168
Concordia_Aero	Entre_Rios	10915	11,8	11,1	1014,1	1009,5	9,5	6,3	8,8	13,8	10,2	0	1	0	0	0,658363149
Posadas_Aero	Misiones	10720	10,2	7,6	1011,5	996,4	12,1	2,1	4,1	14	7,7	0	1	0	0	0,612531444
Tandil_Aero	Buenos_Aires	10404	16,4	14,8	1009,7	989,2	10,6	1,5	4,6	20,5	13	1	0	0	0	0,647310701
General_Pico_Aero	La_Pampa	10722	2,9	-5,2	1026,9	1008,8	20	7,2	9,3	8,5	-1,8	0	0	0	0	0,224426217
Catamarca_Aero_II	Catamarca	10629	13,6	2,1	1012,5	959,4	17,5	5,3	11,3	23	3,3	0	0	0	0	0,674384041
Dolores_Aero	Buenos_Aires	11017	19,4	14,8	1014,6	1013,5	10	4,6	6,2	26,7	15	0	1	0	0	0,759092357
San_Rafael_Aero	Mendoza	10606	10,7	-2,6	1019,8	932,9	20	2,9	6,7	22	1,8	0	0	0	0	0,928734132
Azul_Aero	Buenos_Aires	10410	15,2	10,2	1017	999,5	13	6	8,2	23,6	9,6	0	0	0	0	0,422704981
Santa_Rosa_Aero	La_Pampa	10802	8,2	1,8	1020,8	997,5	26,6	1,6	2,6	17	-0,5	0	0	0	0	0,390807471
Comodoro_Rivadavia_Aero	Chubut	10829	8,2	5,1	1005,2	999,6	12,6	2,4	8,2	13,2	6	0	1	0	0	0,680376539
Ezeiza_Aero	Buenos_Aires	10928	15,5	11,1	1018,3	1015,9	9,2	4,5	8,2	20,2	11,9	0	1	0	0	0,356533519
Mendoza_Aero	Mendoza	10323	22,6	10,4	1012,1	934	11,9	1,1	3,1	29,6	15,8	0	0	0	0	0,249115351
Santiago_Del_Estero_Aero	Santiago_del_Estero	10122	28,5	16,3	1013,4	990,8	13,8	1,8	2,6	35	22,6	0	0	0	0	0,683249718
Ezeiza_Aero	Buenos_Aires	10728	10,2	6,6	1021,9	1019,5	4,3	0,9	3,1	19,6	2	1	0	0	0	0,895909474
Mendoza_Aero	Mendoza	10209	27,2	14,4	1004	927,8	11,7	2,3	4,1	34	21,1	0	1	0	0	0,460450109
Santiago_Del_Estero_Aero	Santiago_del_Estero	10129	31	16,2	1010,3	988	13,2	2	2,6	38,2	24	0	0	0	0	0,724801834
Rio_Cuarto_Aero	Cordoba	11011	19,2	14,4	1014,8	966,4	9,5	7,5	12,4	28	14	0	1	0	0	0,904686556
San_Julian_Aero	Santa_Cruz	10426	14	4,5	1009,9	1002,4	29,9	5,3	6,2	18,5	7,2	0	0	0	0	0,781959824
La_Plata	Buenos_Aires	10305	19,2	11,7	1013,9	1011,1	10	2,2	3,1	23,7	11,4	0	0	0	0	0,151334625
Iguazu_Aero	Misiones	10407	22,4	20,9	1012,6	981,6	14	1,4	3,6	27	18,4	0	0	0	0	0,039431456
Bahia_Blanca_Aero	Buenos_Aires	10506	13,5	6,7	1013,2	1003,2	13,8	8	9,3	19,7	6,8	0	1	0	0	0,194671404
Cordoba_Aero	Cordoba	10919	13,1	-4,6	1018	959,8	13,2	6,7	11,8	22	4	0	0	0	0	0,34847982
Paso_De_Los_Libres_Aero	Corrientes	10402	22,3	20,3	1012,1	1003,9	10	3,7	7,2	27	18,9	0	1	0	0	0,428391206
Tucuman_Aero_II	Tucuman	10112	27	20	1005,8	956,3	11,9	2,1	5,1	33,6	22,7	0	0	0	0	0,741456658
Viedma_Aero	Rio_Negro	11008	23,4	7,7	1009,5	1008,7	29,9	8,1	13,4	31	15,3	0	0	0	0	0,642668002
Concordia_Aero	Entre_Rios	11106	21	13,7	1016,7	1012,2	15	6,2	7,7	28	14,5	0	0	0	0	0,254978356
Trelew_Aero	Chubut	11025	17,8	-1,6	1013,7	1008,6	29,9	6,9	12,4	26,4	9,3	0	0	0	0	0,531063083
Monte_Caseros_Aero	Corrientes	10422	20,1	15,6	1020	1013,6	11,4	2,1	2,6	28,3	14,4	0	0	0	0	0,816162751
San_Luis_Aero	San_Luis	10330	22,6	11,1	1009,1	929,9	20	2,8	4,6	30,2	15	0	0	0	0	0,816014178
Laboulaye_Aero	Cordoba	10828	15,2	-1,9	1018,6	1002,1	9,5	3,9	8,8	30,6	2,8	0	0	0	0	0,203214159
Laboulaye_Aero	Cordoba	10907	20,1	13,3	1007,7	991,8	9,2	2,7	8,2	30,5	12,1	0	0	0	0	0,927754078
Formosa_Aero	Formosa	10228	24,5	13,6	1011,8	1004,9	12,6	2	3,6	35	15,6	0	0	0	0	0,93281635
La_Plata	Buenos_Aires	10104	23,6	18	1014,6	1011,9	9,8	4,3	6,7	28,3	16	0	0	0	0	0,451389893
Monte_Caseros_Aero	Corrientes	10716	12,9	6,3	1020	1013,5	20	2,2	6,7	21,6	8	0	0	0	0	0,99051288
Tandil_Aero	Buenos_Aires	10823	3,2	-3,2	1023,3	1001,5	16,7	6	8,7	9,5	-2,8	0	0	0	0	0,202105098
Resistencia_Aero	Chaco	11027	21,8	15,4	1015,5	1009,4	14	3,3	6,2	28,7	16	0	0	0	0	0,034351044
Formosa_Aero	Formosa	10909	25,1	18	1015,8	1008,9	15,1	3,2	6,7	32,3	16,8	0	0	0	0	0,273626634
Santiago_Del_Estero_Aero	Santiago_del_Estero	10827	10,5	-3,6	1027,4	1003,1	11,9	2,6	6,2	20,9	-1,5	0	0	0	0	0,338627982
Gualeguaychu_Aero	Entre_Rios	10913	12,8	11,4	1016,8	1014	11,6	7	8,8	29	11,4	0	1	0	0	0,909270258
La_Rioja_Aero	La_Rioja	11015	27,7	16	1010,1	962,3	20	1,9	2,6	29,9	18,9	0	0	0	0	0,711123104
Bahia_Blanca_Aero	Buenos_Aires	10406	13,2	1,6	1008,1	998,2	14,6	7,3	11,3	24	7,2	0	0	0	0	0,443884131
La_Plata	Buenos_Aires	10116	26,1	18,6	1009,5	1006,9	10	4,1	6,2	29,4	20	0	0	0	0	0,477121654
Azul_Aero	Buenos_Aires	10211	24,1	18,7	1006,8	990	13,2	2,3	5,1	33,4	18	0	1	0	0	0,338336802
Catamarca_Aero_II	Catamarca	11008	26,8	3,4	1007,3	956,7	8,5	9,6	16,5	33,1	19,8	0	0	0	0	0,173352608
Reconquista_Aero	Santa_Fe	10827	7,4	-2	1029	1022,4	11,4	2	3,6	15,8	-3	0	0	0	0	0,205477523
Sauce_Viejo_Aero	Santa_Fe	10626	8,3	4,8	1017,7	1015,5	5,5	2,2	4,6	17,5	1,9	1	0	0	0	0,78413018
Iguazu_Aero	Misiones	10904	18,3	14,8	1018,8	987,2	13,2	4,9	7,2	24,6	13	0	0	0	0	0,947237183
Villa_Dolores_Aero	Cordoba	11017	18,8	9,6	1015,2	951	29,9	2,3	3,1	28,7	12	0	0	0	0	0,877887894
Iguazu_Aero	Misiones	10423	20,1	15,8	1020,3	988,8	13,5	1,9	4,1	27	13	0	0	0	0	0,713575172
San_Rafael_Aero	Mendoza	10528	10,7	2,8	1002,2	917	17,2	2,9	6,7	17,8	5,8	0	1	0	0	0,124996627
Catamarca_Aero_II	Catamarca	10309	31,6	20,1	1001,4	951,9	20	4,4	8,2	38,9	24,4	0	0	0	0	0,196588921
Villa_Dolores_Aero	Cordoba	10916	5,3	0,7	1023,2	954,9	24,9	2,4	6,2	10	1,4	0	1	0	0	0,466089421
San_Martin_Mza	Mendoza	10205	29	15,4	1005,6	934,5	15	2,6	4,1	36,5	18,6	0	0	0	0	0,538711315
La_Plata	Buenos_Aires	11021	14,4	9,8	1013,5	1010,7	10	5,3	9,8	24,4	9,2	0	0	0	0	0,948090764
San_Rafael_Aero	Mendoza	10501	16,7	10,1	1008,2	924,4	20	1,8	2,6	24	10,2	0	0	0	0	0,689440885
Tandil_Aero	Buenos_Aires	10104	19,9	14,9	1014,1	993,7	18,2	3,4	5,1	26,8	12	0	0	0	0	0,98980611
Ushuaia_Aero_II	Ushuaia	10225	8,9	6,8	1018,4	1011,4	12,1	4,1	9,8	15	5,9	1	0	0	0	0,651508043
Rio_Gallegos_Aero	Santa_Cruz	10320	11,8	4,3	995,3	993,1	16,4	4,1	8,7	20,4	8	0	1	0	0	0,876009143
Bahia_Blanca_Aero	Buenos_Aires	10321	18,2	7,5	1012,5	1002,7	14,6	5,9	9,3	27	14,6	0	0	0	0	0,522221215
Mar_Del_Plata_Aero	Buenos_Aires	10729	9,8	6,6	1022,2	1019,7	7,9	3	5,1	19	1,8	1	0	0	0	0,066207118
Laboulaye_Aero	Cordoba	10713	9,4	6,3	1016,5	999,9	8,4	0,3	2,1	18,6	3,7	1	0	0	0	0,232473138
Tandil_Aero	Buenos_Aires	10418	17,6	12,8	1015,2	994,6	16,1	2,3	4,1	27,2	7,7	1	0	0	0	0,361124054
Tandil_Aero	Buenos_Aires	10924	3,8	0,3	1032,1	1010,2	11,9	1,6	4,1	13,3	-5	1	0	0	0	0,431215456
Resistencia_Aero	Chaco	10125	23,3	20,5	1008,2	1002,2	10,8	3,3	8,2	28,2	20,9	0	1	0	0	0,329616447
Villa_Dolores_Aero	Cordoba	10217	25,1	13,7	1002,8	940,2	24,8	4,1	6,2	36	15,1	0	1	0	0	0,918452286
Tartagal_Aero	Salta	10709	12,3	9,7	1016,3	963,9	10	3	6,2	15,2	8,6	0	0	0	0	0,817188128
Resistencia_Aero	Chaco	10822	19,9	8,9	1006,5	1000,5	8,2	8	10,3	34	14	0	1	0	0	0,456433875
Ezeiza_Aero	Buenos_Aires	11018	18,3	13,4	1013,1	1010,7	7,4	2	3,6	25	11,7	0	0	0	0	0,712557166
Concordia_Aero	Entre_Rios	10310	24,3	19,4	1007,4	1003	15	3,4	6,2	30,3	18,8	0	1	0	0	0,699879916
Posadas_Aero	Misiones	10413	18,2	11,6	1016,9	1002,2	12,2	3,1	4,1	22,2	13,8	0	0	0	0	0,491848917
San_Juan_Aero_II	San_Juan	10122	24,3	17,8	1012,2	945,2	16,6	1,7	3,1	31,2	17,8	0	0	0	0	0,141918909
Oran_Aero	Salta	10309	29,4	23,8	1002,8	963,6	10	3,6	5,1	35,9	25,2	0	0	0	0	0,572754448
Comodoro_Rivadavia_Aero	Chubut	10523	12,4	0,8	1001,4	996	15	6,5	13,4	17,5	7	0	0	0	0	0,551752494
Oran_Aero	Salta	10610	21,8	15,7	1013	972,6	10	1,8	3,1	29,5	16,8	0	0	0	0	0,225652801
Rio_Cuarto_Aero	Cordoba	10910	28,1	8,2	1001,3	955	6,4	2,6	6,7	38,3	16,8	0	0	0	0	0,144003139
Santiago_Del_Estero_Aero	Santiago_del_Estero	10111	30,7	18,6	1009,7	987,4	14,3	3,3	5,1	38,4	24	0	0	0	0	0,770225844
Viedma_Aero	Rio_Negro	10703	11,8	3,3	1006,7	1005,9	29,9	5	7,7	20,3	6,4	0	0	0	0	0,837719418
Tucuman_Aero_II	Tucuman	10707	11,4	8,8	1022,2	969,6	4,7	2,6	5,1	17,6	8,8	0	1	0	0	0,994625533
Resistencia_Aero	Chaco	10103	22,4	15,7	1014,7	1008,6	11,7	2,4	4,1	30	14,1	0	0	0	0	0,230311152
San_Martin_Mza	Mendoza	10706	6,7	-1	1020,4	943,1	15	3,2	4,1	14,8	1,3	0	0	0	0	0,483125519
San_Rafael_Aero	Mendoza	10909	21,5	11,7	1005,8	922,7	20	3,3	6,2	33,2	10,8	0	0	0	0	0,365636272
Villa_Reynolds_Aero	San_Luis	10819	15,3	-1,3	1012,2	955,9	11,3	4,2	8,2	27,9	1,7	0	0	0	0	0,311484787
Tartagal_Aero	Salta	10205	28,6	19,3	1005,7	956,6	10	1,3	4,1	35,4	23,5	0	0	0	0	0,181833785
Santa_Rosa_Aero	La_Pampa	10618	7,7	-5,9	1015,2	991,8	21,7	6,5	10,8	15,1	-4,1	0	0	0	0	0,510186128
Catamarca_Aero_II	Catamarca	10107	28,1	13,1	998,5	948	20,9	5	9,3	38,5	20	0	0	0	0	0,153148518
San_Rafael_Aero	Mendoza	10821	12,8	-2,3	1010,7	925,7	18,5	2,8	5,1	24,2	3,4	0	0	0	0	0,160309594
Trelew_Aero	Chubut	10401	13,6	6,8	1024,6	1019,4	29,9	4	7,7	20	6,4	0	0	0	0	0,975478867
Gualeguaychu_Aero	Entre_Rios	10606	11,6	5,2	1019,9	1017	15	4,4	7,2	25,1	5,3	0	0	0	0	0,044617638
Sauce_Viejo_Aero	Santa_Fe	10419	19,8	13,1	1017,4	1015,3	12,1	2,5	4,1	27,5	12,3	0	0	0	0	0,185553969
Iguazu_Aero	Misiones	10329	22,5	18,3	1016	984,9	13,5	2,7	7,2	29	16	0	0	0	0	0,579745045
Sauce_Viejo_Aero	Santa_Fe	10615	13,7	10,1	1018,8	1016,6	12,1	2,6	3,1	17,8	10,2	0	0	0	0	0,345612474
Posadas_Aero	Misiones	10602	20,1	16,2	1015,2	1000,6	9,3	1	2,6	24,4	17	1	0	0	0	0,468776231
Tucuman_Aero_II	Tucuman	11108	29,4	16	1002,4	953,3	9,8	2,9	6,2	38	20,2	0	0	0	0	0,675954601
La_Plata	Buenos_Aires	10719	4,4	0,3	1023	1020	10	3	5,1	10	-1	0	0	0	0	0,299710449
Resistencia_Aero	Chaco	10326	23,4	18,2	1016,2	1010,1	11,3	1,6	3,1	30	17,6	0	0	0	0	0,398209365
La_Rioja_Aero	La_Rioja	11104	28,3	7,6	1009,5	961,5	20	1,8	3,6	34,2	20,2	0	0	0	0	0,858818986
Pilar	Cordoba	11028	22,3	7,4	1013,2	974,6	12,6	6,2	9,8	30,9	12,1	0	0	0	0	0,12446494
Neuquen_Aero	Neuquen	10120	22,7	12,9	1019,9	988,5	12,6	4,7	9,3	28,1	17	0	0	0	0	0,674335544
Monte_Caseros_Aero	Corrientes	10611	15,9	13,1	1020,2	1013,7	7,2	1,5	4,6	23,4	11,3	1	0	0	0	0,594552764
Comodoro_Rivadavia_Aero	Chubut	11027	16,6	-7,1	1014,5	1009	29,9	7,1	9,8	25	8	0	0	0	0	0,342558703
Iguazu_Aero	Misiones	10912	23,9	15,6	1011	980,2	20	2,8	7,2	34,1	15	0	0	0	0	0,809364819
Azul_Aero	Buenos_Aires	10423	14,4	12,8	1021,6	1004	7,6	2,7	4,1	25,7	8,6	1	0	0	0	0,470647675
San_Julian_Aero	Santa_Cruz	10709	2,9	-6,2	1006,9	999,1	29,9	4	5,7	12,7	-2,6	0	0	0	0	0,557717885
Laboulaye_Aero	Cordoba	10726	9,6	-1,8	1018,1	1001,5	7,6	8,7	14,9	20,2	-1,8	0	0	0	0	0,292504534
Formosa_Aero	Formosa	10119	27,2	18,9	1011,5	1004,7	13,8	4,1	8,7	34,2	21,5	0	0	0	0	0,641326647
Ceres_Aero	Santa_Fe	10511	22,2	17,3	1012	1001,8	8,7	4,5	7,2	31	17	0	1	0	0	0,274594929
Rio_Cuarto_Aero	Cordoba	10510	18	10,6	1007,9	959,4	12,1	3,4	5,1	26,2	7,8	0	0	0	0	0,303046391
Concordia_Aero	Entre_Rios	10712	17,1	15,3	1017,3	1012,8	14,3	4,9	7,7	26,2	15,2	0	1	0	0	0,530334612
Neuquen_Aero	Neuquen	10809	5,2	-5,6	1028,2	994,7	15	2,6	6,2	13	-4	0	0	0	0	0,1352411
Oran_Aero	Salta	11104	23,8	16,1	1012,8	972,7	12,1	1,8	4,1	31	17,4	0	0	0	0	0,11689878
Chamical_Aero	La_Rioja	10203	29,7	16,1	1013	961,8	20	1	3,1	34,7	23	0	0	0	0	0,10112458
Reconquista_Aero	Santa_Fe	10101	21,8	16,1	1014,4	1008,2	12,9	5,5	8,2	35	19,3	0	1	0	0	0,428453747
Monte_Caseros_Aero	Corrientes	10411	21	18,9	1008,1	1001,8	13	2,2	3,6	28,6	16,8	0	1	0	0	0,052298818
Cordoba_Aero	Cordoba	10713	8,1	0,1	1017,7	958,5	10,6	2,7	5,7	23	-3	0	0	0	0	0,498152409
Bahia_Blanca_Aero	Buenos_Aires	10906	14,7	6,8	1016,1	1006,1	13	4,3	8,2	23	11,6	0	1	0	0	0,997860894
Marcos_Juarez_Aero	Cordoba	10608	10,2	5,6	1024,7	1010,7	20	4,2	8,2	20,5	1,3	0	0	0	0	0,536890274
Gualeguaychu_Aero	Entre_Rios	10113	26,2	16,1	1015	1012,3	15	2,6	5,1	30,1	17,8	0	0	0	0	0,326179168
Concordia_Aero	Entre_Rios	11020	24,6	14,4	1001,7	997,3	15	4,4	8,7	32,1	18,7	0	0	0	0	0,229991351
Tandil_Aero	Buenos_Aires	10209	20,7	14,5	1012,4	992,2	13	2,7	5,1	31,5	12,7	1	0	0	0	0,917745137
San_Antonio_Oeste_Aero	Rio_Negro	10304	19,7	8,8	1020,7	1018,3	29,9	5	7,2	26,8	9	0	0	0	0	0,431349171
Corrientes_Aero	Entre_Rios	11006	17,6	9,2	1020,3	1012,9	9,8	3,8	6,7	25	10,5	0	0	0	0	0,625460023
Trelew_Aero	Chubut	10528	11,3	5,8	996,5	991,9	29,9	3,7	10,3	14,3	6	0	0	0	0	0,956360378
General_Pico_Aero	La_Pampa	11009	20	6,6	1011,7	995	17,1	8,5	11,8	30,7	15	0	0	0	0	0,835956194
Santiago_Del_Estero_Aero	Santiago_del_Estero	10804	13	5,3	1018,3	994,6	12,6	1,6	3,6	22,4	3,5	0	0	0	0	0,055841793
Tucuman_Aero_II	Tucuman	10605	19,5	11,1	1010,5	959,4	9,2	4,4	6,7	29	12,3	0	0	0	0	0,637951306
Tandil_Aero	Buenos_Aires	10722	4,5	2,2	1017,2	995,6	13,7	7,9	9,3	8,6	1,4	0	1	0	0	0,131818133
Chamical_Aero	La_Rioja	11004	18,8	3,4	1022	968,7	22,5	2,6	6,2	24,9	12	0	0	0	0	0,526787815
Catamarca_Aero_II	Catamarca	10218	20,2	15,8	1012	960,7	12,6	3,1	5,7	34,7	15,5	0	1	0	0	0,261768802
Santiago_Del_Estero_Aero	Santiago_del_Estero	10807	18,4	10,6	1001,2	977,1	12,1	1,1	3,1	32,9	7,2	0	0	0	0	0,01478122
Ezeiza_Aero	Buenos_Aires	10213	25,2	18,9	1007,9	1005,5	10,1	2,8	6,7	34	21,2	0	0	0	0	0,339711342
Ceres_Aero	Santa_Fe	10121	24,4	14,1	1017,5	1007,3	14,3	4,1	5,7	30,5	16,8	0	0	0	0	0,970717909
Santiago_Del_Estero_Aero	Santiago_del_Estero	10710	13,2	11,8	1014,7	990,9	6,6	0,2	1,5	14,5	10,4	0	1	0	0	0,483590668
Ceres_Aero	Santa_Fe	10810	8,6	-5,2	1027,8	1017	13,5	2,4	4,1	17,4	0	0	0	0	0	0,527821624
Ezeiza_Aero	Buenos_Aires	10308	23,3	17,6	1013,8	1011,5	8,4	3,6	5,7	30	16	0	0	0	0	0,952713086
